am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Coris bleekeri,187472,Unknown,LC,WRASSE,187472,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris philippina,187472,Unknown,LC,WRASSE,187472,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis albolumbata,187472,Unknown,LC,WRASSE,187472,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pseudocoris philippina,187472,Unknown,LC,WRASSE,187472,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris multicolor,155006,Unknown,LC,WRASSE,155006,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres multicolor,155006,Unknown,LC,WRASSE,155006,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis caudimacula,155006,Unknown,LC,WRASSE,155006,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris debueni,187628,Unknown,LC,WRASSE,187628,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris dorsomaculata,187450,Unknown,LC,WRASSE,187450,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris dorsumacula,187450,Unknown,LC,WRASSE,187450,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris eydouxii,187602,Unknown,LC,WRASSE,187602,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris lepomis,187602,Unknown,LC,WRASSE,187602,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis eydouxii,187602,Unknown,LC,WRASSE,187602,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis flavovittatus,187602,Unknown,LC,WRASSE,187602,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris festiva,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris speciosa,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris taeniatus,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis azorensis,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis festiva,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis julis,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis mediterranea,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis melanura,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis speciosa,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis vulgaris,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus giofredi,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus julis,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus paroticus,187752,Stable,LC,WRASSE,187752,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris frerei,187664,Unknown,LC,WRASSE,187664,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris freri,187664,Unknown,LC,WRASSE,187664,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris halei,187664,Unknown,LC,WRASSE,187664,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus formosus,187664,Unknown,LC,WRASSE,187664,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris gaimard gaimard,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris gaimardi,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris greenoughii,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris greenovii,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris pulcherrima,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis gaimard,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis gaimard speciosa,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis ganymede,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis greenovii,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis leucorhynchos,187436,Stable,LC,WRASSE,187436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris longipes,187406,Unknown,LC,WRASSE,187406,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris marquesensis,187386,Unknown,LC,WRASSE,187386,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Coris musume,187663,Stable,LC,WRASSE,187663,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Julis musume,187663,Stable,LC,WRASSE,187663,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris pictus,187679,Stable,LC,WRASSE,187679,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus pictus,187679,Stable,LC,WRASSE,187679,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris rex,187773,Stable,LC,WRASSE,187773,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris sandageri,187773,Stable,LC,WRASSE,187773,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris sandeyeri,187773,Stable,LC,WRASSE,187773,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris trimaculata,187773,Stable,LC,WRASSE,187773,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Cymolutes sandeyeri,187773,Stable,LC,WRASSE,187773,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Coris variegatus,187379,Unknown,LC,WRASSE,187379,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres variegatus,187379,Unknown,LC,WRASSE,187379,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Hemicoris remedius,187785,Unknown,LC,WRASSE,187785,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cossyphus dimidiatus,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labroides bicincta,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labroides caeruleolineatus,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labroides dimidatus,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labroides paradiseus,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus latovittatus,187396,Unknown,LC,WRASSE,187396,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cossyphus filamentosus,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus nematopterus,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Ctenolabrus flagellifer,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Daymaeria flagellifera,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Duymaeria caeruleomaculata,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Duymaeria flagellifera,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus ramentosus,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pteragogus flagellifera,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pteragogus flagelliferum,187684,Unknown,LC,WRASSE,187684,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cossyphus opercularis,187651,Unknown,LC,WRASSE,187651,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pteragogus opercularis,187651,Unknown,LC,WRASSE,187651,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cossyphus puellaris,187613,Unknown,LC,WRASSE,187613,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cossyphus taeniops,187795,Unknown,LC,WRASSE,187795,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus arcuatus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus capistratus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus quinquemaculatus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus roissali,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus tigrinus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus capistratus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus oculusperdix,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus alberti,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus roissali,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Symphodus quinquemaculatus,187653,Stable,LC,WRASSE,187653,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus bailloni,187522,Unknown,LC,WRASSE,187522,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus donovani,187522,Unknown,LC,WRASSE,187522,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus boryanus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus brunnichii,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus mediterraneus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus nigrescens,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus pictus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus coeruleovittatus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus pittima,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus serpentinus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus unimaculatus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus brunnichii,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus massiliensis,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus mediterraneus,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Perca mediterranea,187475,Stable,LC,WRASSE,187475,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus cinereus,187714,Stable,LC,WRASSE,187714,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus staitii,187714,Stable,LC,WRASSE,187714,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus cinereus,187714,Stable,LC,WRASSE,187714,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus griseus,187714,Stable,LC,WRASSE,187714,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus cinereus,187714,Stable,LC,WRASSE,187714,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus doderleini,187775,Stable,LC,WRASSE,187775,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus enneacanthus,187604,Unknown,LC,WRASSE,187604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Duymaeria amboinensis,187604,Unknown,LC,WRASSE,187604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pteragogus amboinensis,187604,Unknown,LC,WRASSE,187604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pteragogus enneacantus,187604,Unknown,LC,WRASSE,187604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pterogogus enneacanthus,187604,Unknown,LC,WRASSE,187604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus gibbus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus melops,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus cornubius,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus gibbosus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus gibbus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus goldsinny,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus melops,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus reticulatus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus rone,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus tesselatus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus venosus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus melops,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus norvegicus,187748,Stable,LC,WRASSE,187748,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus melanocercus,187756,Stable,LC,WRASSE,187756,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus melanocercus,187756,Stable,LC,WRASSE,187756,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Crenilabrus multidentatus,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus balanus,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus ballan,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus berggylta,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus comber,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus donovani,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus maculatus,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus neustriae,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus nubilus,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus reticulatus,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus variabilis,187398,Unknown,LC,WRASSE,187398,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Crenilabrus tinca,187805,Stable,LC,WRASSE,187805,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus lapina,187805,Stable,LC,WRASSE,187805,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus polychrous,187805,Stable,LC,WRASSE,187805,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus tinca,187805,Stable,LC,WRASSE,187805,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Lutjanus lapina,187805,Stable,LC,WRASSE,187805,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Ctenolabrus suillus,187751,Stable,LC,WRASSE,187751,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Labrus rupestris,187751,Stable,LC,WRASSE,187751,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Hemipteronotus leclusei,187754,Unknown,LC,WRASSE,187754,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Xyrichthys lecluse,187754,Unknown,LC,WRASSE,187754,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Cymolutes praetextatis,187681,Unknown,LC,WRASSE,187681,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis praetextata,187681,Unknown,LC,WRASSE,187681,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Xyrichthys torquatus,187530,Unknown,LC,WRASSE,187530,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labroides xanthurus,187517,Unknown,LC,WRASSE,187517,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Duymaeria guttata,187625,Unknown,LC,WRASSE,187625,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pterogogus guttatus,187625,Unknown,LC,WRASSE,187625,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Epibulis insidiator,187722,Unknown,LC,WRASSE,187722,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Sparus insidiator,187722,Unknown,LC,WRASSE,187722,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Eupetrichthys angustipes,187582,Unknown,LC,WRASSE,187582,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Eupetrichthys gloveri,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Hemigymnus bleasdalei,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrichthys labiosa,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrichthys laticlavius,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus laticlavius,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pseudolabrus laticlavius,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Tautoga laticlavia,187519,Unknown,LC,WRASSE,187519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Euscarus cretensis,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus cretensis,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus xantherythrus,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus canariensis,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus cretensis,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus mutabilis,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus rubiginoides,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus rubiginosus,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Sparidosoma cretense,190710,Unknown,LC,WRASSE,190710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Scarus strigatus,155292,Unknown,LC,WRASSE,155292,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Sparisoma strigatum,155292,Unknown,LC,WRASSE,155292,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Sparisoma strigatus,155292,Unknown,LC,WRASSE,155292,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Fowlerella bicolor,187767,Unknown,LC,WRASSE,187767,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphorus varius,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus cepedianus,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus fuscus,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus notostigma,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus pacificus,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus pectoralis,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus sandvicensis,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus tricolor,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus undulatus,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus viridis,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Thalassoma stuckiae,187536,Unknown,LC,WRASSE,187536,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphosus coeruleus,187569,Unknown,LC,WRASSE,187569,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Gomphrosus caeruleus caeruleus,187569,Unknown,LC,WRASSE,187569,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Guntheria devisi,187558,Unknown,LC,WRASSE,187558,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Suezichthys devisi,187558,Unknown,LC,WRASSE,187558,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis dringii,190674,Unknown,LC,WRASSE,190674,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Odax hyrtlii,190674,Unknown,LC,WRASSE,190674,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Odax richardsonii,190674,Unknown,LC,WRASSE,190674,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Odax semifasciatus,190674,Unknown,LC,WRASSE,190674,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pseudojulis adustus,183771,Unknown,VU,WRASSE,183771,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Halichoeres annulatus,187634,Unknown,LC,WRASSE,187634,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis miniatus,187634,Unknown,LC,WRASSE,187634,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Pseudojulis murrayensis,187634,Unknown,LC,WRASSE,187634,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres fijiensis,187451,Unknown,LC,WRASSE,187451,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres leparensis,187451,Unknown,LC,WRASSE,187451,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis leparensis,187451,Unknown,LC,WRASSE,187451,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis polyophthalmus,187451,Unknown,LC,WRASSE,187451,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus argus,187451,Unknown,LC,WRASSE,187451,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres bathyphilus,187703,Unknown,LC,WRASSE,187703,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Iridio bathyphilus,187703,Unknown,LC,WRASSE,187703,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres hyrtlii,187598,Unknown,LC,WRASSE,187598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres xanti,187598,Unknown,LC,WRASSE,187598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis hyrtlii,187598,Unknown,LC,WRASSE,187598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus bicolor,187598,Unknown,LC,WRASSE,187598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Platyglossus xanti,187598,Unknown,LC,WRASSE,187598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres bimaculatus,187534,Unknown,LC,WRASSE,187534,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres zeylanicus,187534,Unknown,LC,WRASSE,187534,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis zeylonicus,187534,Unknown,LC,WRASSE,187534,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis binotopsis,155238,Unknown,LC,WRASSE,155238,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres gymnocephalus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres modestus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis cuvieri,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Julis modestus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus chloropterus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Labrus gymnocephalus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Platyglossus chloropterus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Platyglossus guttulatus,187810,Unknown,LC,WRASSE,187810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres burekae,187608,Unknown,EN,WRASSE,187608,NA,iucn,0.6,NA,NA,NA,NA,NA,0.6
NA,NA,Halichoeres californicus,187709,Unknown,LC,WRASSE,187709,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Oxyjulis californica,187709,Unknown,LC,WRASSE,187709,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Halichoeres sebae,187689,Unknown,LC,WRASSE,187689,NA,iucn,0,NA,NA,NA,NA,NA,0
