am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-29454,LC,Mugil cephalus,135567,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-26351,NA,Narcetes stomias,18140291,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23192,NA,Naucrates ductor,190452,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-30341,NA,Nealotus tripes,16509242,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-49750,NA,Neonesthes microcephalus,21133058,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32350,NA,Neoscopelus macrolepidotus,15601909,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-32421,NA,Nesiarchus nasutus,18158583,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-24151,NA,Nomeus gronovii,16545183,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-25178,NA,Notolychnus valdiviae,190261,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-24154,NA,Notoscopelus resplendens,15601872,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-49909,NA,Odontostomops normalops,13462731,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-156254,NA,Oncorhynchus clarkii,NA,NA,NA,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,NA
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,0,NA,G5,S5,0,0,NA
Fis-22916,NA,Oncorhynchus keta,NA,NA,NA,NA,NA,NA,am,0,NA,G5,S5,0,0,NA
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,NA
Fis-22919,NA,Oncorhynchus mykiss,NA,NA,NA,NA,NA,NA,am,0,NA,G5,S5,0,0,NA
Fis-22920,LC,Oncorhynchus nerka,135301,Stable,LC,NA,NA,NA,am,0.2,0,G5,S4,0,0.2,0
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,0.2,NA,G5,S4,0,0.2,NA
Fis-28541,LC,Oneirodes acanthias,154663,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24832,LC,Ophidion scrippsae,183355,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32336,NA,Opisthoproctus soleatus,18155920,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,G5,SU,0,NA,0
Fis-57570,NA,Pachycara bulbiceps,18180983,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-168166,NA,Pentherichthys atratus,60482374,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23215,LC,Peprilus simillimus,183337,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24895,LC,Pholis ornata,154866,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-34206,NA,Photostylus pycnopterus,190298,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0,0,G5,SNR,0,NA,0
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-54508,LC,Plectrogenium nanum,155322,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30867,LC,Pleuronichthys ritteri,183346,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30868,LC,Pleuronichthys verticalis,183696,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26349,NA,Polyacanthonotus challengeri,190403,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-26911,LC,Porichthys margaritatus,183593,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30514,LC,Porichthys notatus,183724,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-25469,NA,Poromitra crassiceps,190239,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-23222,NT,Prionace glauca,39381,Unknown,NT,NA,NA,NA,am,0.2,NA,GNR,SNR,NA,NA,0.2
Fis-25421,NA,Promethichthys prometheus,16509297,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-29645,LC,Pronotogrammus multifasciatus,183283,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-143777,LC,Pseudobathylagus milleri,155009,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-30530,DD,Pseudotriakis microdon,44566,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-20033,LC,Pteroplatytrygon violacea,161731,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24923,LC,Pungitius pungitius,18878,Stable,LC,NA,NA,NA,am,0,0,G5,SU,0,NA,0
Fis-24925,LC,Quietula y-cauda,183926,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30562,NT,Raja binoculata,44183,Unknown,NT,NA,NA,NA,am,0.2,NA,G4,SNR,0.2,NA,0.2
Fis-24312,LC,Raja rhina,161595,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-24314,LC,Raja stellulata,161629,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30575,NA,Regalecus glesne,190378,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-150167,NA,Regalecus russelii,60483137,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24929,NA,Remora australis,198650,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-24930,LC,Remora brachyptera,155068,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23759,NA,Remora remora,198651,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-24933,LC,Rhacochilus vacca,155179,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-28178,NA,Rhadinesthes decimus,18257501,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30583,VU,Rhincodon typus,19488,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-30919,NA,Rondeletia loricata,60483273,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26352,NA,Rouleina attrita,15149121,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34410,NA,Rouleina maderensis,190264,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30588,NA,Ruvettus pretiosus,190432,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-31271,LC,Sagamichthys abei,154750,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24332,NA,Salvelinus malma,NA,NA,NA,NA,NA,NA,am,0.2,NA,G5,S4,0,0.2,NA
Fis-54081,LC,Sardinops sagax,NA,NA,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-49921,NA,Scopelarchoides danae,20662028,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49922,NA,Scopelarchus analis,190316,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50311,LC,Scopeloberyx opisthopterus,155189,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31235,NA,Searsia koefoedi,190147,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30643,CR,Sebastes paucispinis,NA,NA,CR,NA,NA,NA,am,0.8,NA,G4,SNR,0.2,NA,0.8
Fis-30888,EN,Sebastolobus alascanus,29609,NA,EN,NA,NA,NA,am,0.6,NA,GNR,SNR,NA,NA,0.6
Fis-29523,NA,Seriola lalandi,195097,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-30655,LC,Seriphus politus,183750,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-64212,NA,Serrivomer beanii,190315,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34639,NA,Serrivomer sector,155227,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27245,NA,Spectrunculus grandis,18139045,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-30668,LC,Sphyraena argentea,178105,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-23277,VU,Sphyrna zygaena,39388,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-24354,LC,Spirinchus thaleichthys,184099,Unknown,LC,NA,NA,NA,am,0.2,NA,G5,S4,0,0.2,0
Fis-29541,NT,Squatina californica,39328,Unknown,NT,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-32379,NA,Stemonidium hypomelas,199187,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32330,NA,Sternoptyx diaphana,18253296,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50053,LC,Sternoptyx obscura,155012,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30693,NA,Syngnathus leptorhynchus,65374916,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-55811,LC,Talismania bifurcata,155203,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-30711,NA,Tetragonurus cuvieri,198716,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-22963,LC,Thaleichthys pacificus,202415,Unknown,LC,NA,NA,NA,am,0.5,NA,G5,S2S3,0,0.5,0
Fis-22970,LC,Trachurus symmetricus,183729,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-28170,NA,Valenciennellus tripunctulatus,18253303,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52166,LC,Venefica tentaculata,154803,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23888,NA,Vinciguerria attenuata,198758,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23893,NA,Zu cristatus,190346,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-131850,LC,Amblyraja badia,161452,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-132165,NA,Bassozetus levistomatus,60469264,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28825,LC,Bathyraja spinosissima,161486,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33134,NA,Halosaurus attenuatus,195841,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-116901,LC,Lycenchelys monstrosa,155077,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32714,LC,Myxine circifrons,196052,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-131582,LC,Myxine hubbsi,196058,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-149461,LC,Nannobrachium gibbsi,155320,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50636,NA,Photocorynus spiniceps,42830286,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-405014,EN,Haliotis kamtschatkana,61743,Stable,EN,NA,NA,NA,am,0.6,0,G3G4,S2,0.3,0.6,0.6
W-Msc-397161,NA,Ostrea conchaphila,NA,NA,NA,NA,NA,NA,am,0.4,NA,G5,S3,0,0.4,NA
W-Hol-529363,LC,Apostichopus californicus,NA,NA,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71490,LC,Abraliopsis felis,163094,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-138803,NA,Argonauta argo,163080,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-70962,NA,Argonauta hians,163211,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-139422,LC,Bathothauma lyromma,163338,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71509,LC,Berryteuthis anonychus,163247,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71510,LC,Berryteuthis magister,176070,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-70969,NA,Bolitaena pygmaea,163312,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71422,LC,Chiroteuthis veranyi,176066,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-181386,LC,Cranchia scabra,162941,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71465,LC,Discoteuthis discus,163256,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71435,LC,Egea inermis,162909,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-342313,LC,Eucleoteuthis luminosa,162926,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71523,LC,Gonatus onyx,162950,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-190538,LC,Grimalditeuthis bonplandii,NA,NA,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-70957,NA,Haliphron atlanticus,163207,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-341869,LC,Histioteuthis hoylei,162938,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-342337,LC,Hyaloteuthis pelagica,163294,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
ITS-Mam-180681,EX,Hydrodamalis gigas,10303,NA,EX,NA,NA,NA,am,1,NA,NA,NA,NA,NA,1
W-Msc-138849,NA,Japetella diaphana,162986,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
SLB-71541,LC,Joubiniteuthis portieri,162961,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-341818,LC,Liocranchia reinhardti,163218,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-181382,LC,Ommastrephes bartramii,163163,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.4,NA,G4G5,S3,0.1,0.4,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5TUQ,S2,NA,0.6,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5T3Q,S2,NA,0.6,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.8,NA,G4G5T1,S1,NA,0.8,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5T2,S2,NA,0.6,NA
W-Msc-342242,LC,Pyroteuthis addolux,163089,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-157031,LC,Pyroteuthis margaritifera,163353,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-140609,LC,Taningia danae,163267,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-141680,LC,Thysanoteuthis rhombus,163228,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-342067,LC,Todarodes pacificus,176085,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
W-Msc-141962,NA,Vitreledonella richardi,162988,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23129,NT,Galeocerdo cuvier,39378,Unknown,NT,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-31020,NA,Ceratias holboelli,18127741,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
