am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,spp_group,spatial_source,cat_code,cat_score,pop_trend,trend_score
Fis-30480,NA,NA,NA,Phanerodon furcatus,NA,am,NE,NA,NA,NA
Fis-25031,NA,NA,NA,Trichodon trichodon,NA,am,NE,NA,NA,NA
Fis-29727,NA,NA,NA,Bathymaster leurolepis,NA,am,NE,NA,NA,NA
Fis-29728,NA,NA,NA,Bathymaster signatus,NA,am,NE,NA,NA,NA
Fis-24938,NA,NA,NA,Ronquilus jordani,NA,am,NE,NA,NA,NA
Fis-24399,NA,NA,NA,Acantholumpenus mackayi,NA,am,NE,NA,NA,NA
Fis-24407,NA,NA,NA,Alectrias alectrolophus,NA,am,NE,NA,NA,NA
Fis-29639,NA,NA,NA,Anoplarchus insignis,NA,am,NE,NA,NA,NA
Fis-29640,NA,NA,NA,Anoplarchus purpurescens,NA,am,NE,NA,NA,NA
Fis-24472,NA,NA,NA,Bryozoichthys lysimus,NA,am,NE,NA,NA,NA
Fis-29743,NA,NA,NA,Bryozoichthys marjorius,NA,am,NE,NA,NA,NA
Fis-24483,NA,NA,NA,Cebidichthys violaceus,NA,am,NE,NA,NA,NA
Fis-24495,NA,NA,NA,Chirolophis decoratus,NA,am,NE,NA,NA,NA
Fis-24496,NA,NA,NA,Chirolophis nugator,NA,am,NE,NA,NA,NA
Fis-24610,NA,NA,NA,Eumesogrammus praecisus,NA,am,NE,NA,NA,NA
Fis-24750,NA,NA,NA,Lumpenella longirostris,NA,am,NE,NA,NA,NA
Fis-24751,NA,NA,NA,Lumpenus fabricii,NA,am,NE,NA,NA,NA
Fis-49057,NA,NA,NA,Leptoclinus maculatus,NA,am,NE,NA,NA,NA
Fis-24753,NA,NA,NA,Anisarchus medius,NA,am,NE,NA,NA,NA
Fis-30250,NA,NA,NA,Lumpenus sagitta,NA,am,NE,NA,NA,NA
Fis-24897,NA,NA,NA,Phytichthys chirus,NA,am,NE,NA,NA,NA
Fis-30496,NA,NA,NA,Plectobranchus evides,NA,am,NE,NA,NA,NA
Fis-30516,NA,NA,NA,Poroclinus rothrocki,NA,am,NE,NA,NA,NA
Fis-144084,NA,NA,NA,Stichaeus punctatus punctatus,NA,am,NE,NA,NA,NA
Fis-25045,NA,NA,NA,Xiphister atropurpureus,NA,am,NE,NA,NA,NA
Fis-25046,NA,NA,NA,Xiphister mucosus,NA,am,NE,NA,NA,NA
Fis-29659,NA,NA,NA,Apodichthys flavidus,NA,am,NE,NA,NA,NA
Fis-30485,NA,NA,NA,Pholis clemensi,NA,am,NE,NA,NA,NA
Fis-24891,NA,NA,NA,Rhodymenichthys dolichogaster,NA,am,NE,NA,NA,NA
Fis-24894,NA,NA,NA,Pholis laeta,NA,am,NE,NA,NA,NA
Fis-30487,NA,NA,NA,Pholis schultzi,NA,am,NE,NA,NA,NA
Fis-10690,NA,NA,NA,Apodichthys fucorum,NA,am,NE,NA,NA,NA
Fis-29627,NA,NA,NA,Anarhichas orientalis,NA,am,NE,NA,NA,NA
Fis-29628,NA,NA,NA,Anarrhichthys ocellatus,NA,am,NE,NA,NA,NA
Fis-30556,NA,NA,NA,Ptilichthys goodei,NA,am,NE,NA,NA,NA
Fis-24758,NA,NA,NA,Cryptacanthodes aleutensis,NA,am,NE,NA,NA,NA
Fis-30630,NA,NA,NA,Scytalina cerdale,NA,am,NE,NA,NA,NA
Fis-30757,NA,NA,NA,Zaprora silenus,NA,am,NE,NA,NA,NA
Fis-29620,NA,NA,NA,Ammodytes hexapterus,NA,am,NE,NA,NA,NA
Fis-24510,NA,NA,NA,Clevelandia ios,NA,am,NE,NA,NA,NA
Fis-57210,NA,NA,NA,Rhinogobiops nicholsii,NA,am,NE,NA,NA,NA
Fis-24728,NA,NA,NA,Lepidogobius lepidus,NA,am,NE,NA,NA,NA
Fis-30146,NA,NA,NA,Icichthys lockingtoni,NA,am,NE,NA,NA,NA
Fis-30147,NA,NA,NA,Icosteus aenigmaticus,NA,am,NE,NA,NA,NA
Fis-24947,NA,NA,NA,Sebastes aleutianus,NA,am,NE,NA,NA,NA
Fis-30631,NA,NA,NA,Sebastes auriculatus,NA,am,NE,NA,NA,NA
Fis-24949,NA,NA,NA,Sebastes aurora,NA,am,NE,NA,NA,NA
Fis-24950,NA,NA,NA,Sebastes babcocki,NA,am,NE,NA,NA,NA
Fis-30632,NA,NA,NA,Sebastes borealis,NA,am,NE,NA,NA,NA
Fis-24951,NA,NA,NA,Sebastes brevispinis,NA,am,NE,NA,NA,NA
Fis-24952,NA,NA,NA,Sebastes carnatus,NA,am,NE,NA,NA,NA
Fis-30633,NA,NA,NA,Sebastes caurinus,NA,am,NE,NA,NA,NA
Fis-24953,NA,NA,NA,Sebastes chlorostictus,NA,am,NE,NA,NA,NA
Fis-24954,NA,NA,NA,Sebastes chrysomelas,NA,am,NE,NA,NA,NA
Fis-24955,NA,NA,NA,Sebastes ciliatus,NA,am,NE,NA,NA,NA
Fis-24957,NA,NA,NA,Sebastes crameri,NA,am,NE,NA,NA,NA
Fis-24959,NA,NA,NA,Sebastes diploproa,NA,am,NE,NA,NA,NA
Fis-30634,NA,NA,NA,Sebastes elongatus,NA,am,NE,NA,NA,NA
Fis-24960,NA,NA,NA,Sebastes emphaeus,NA,am,NE,NA,NA,NA
Fis-24963,NA,NA,NA,Sebastes goodei,NA,am,NE,NA,NA,NA
Fis-30637,NA,NA,NA,Sebastes helvomaculatus,NA,am,NE,NA,NA,NA
Fis-24965,NA,NA,NA,Sebastes jordani,NA,am,NE,NA,NA,NA
Fis-24968,NA,NA,NA,Sebastes maliger,NA,am,NE,NA,NA,NA
Fis-30639,NA,NA,NA,Sebastes melanops,NA,am,NE,NA,NA,NA
Fis-24970,NA,NA,NA,Sebastes miniatus,NA,am,NE,NA,NA,NA
Fis-24971,NA,NA,NA,Sebastes mystinus,NA,am,NE,NA,NA,NA
Fis-30641,NA,NA,NA,Sebastes nebulosus,NA,am,NE,NA,NA,NA
Fis-30642,NA,NA,NA,Sebastes nigrocinctus,NA,am,NE,NA,NA,NA
Fis-24974,NA,NA,NA,Sebastes pinniger,NA,am,NE,NA,NA,NA
Fis-24975,NA,NA,NA,Sebastes polyspinis,NA,am,NE,NA,NA,NA
Fis-24976,NA,NA,NA,Sebastes proriger,NA,am,NE,NA,NA,NA
Fis-24977,NA,NA,NA,Sebastes rastrelliger,NA,am,NE,NA,NA,NA
Fis-24978,NA,NA,NA,Sebastes reedi,NA,am,NE,NA,NA,NA
Fis-30644,NA,NA,NA,Sebastes rosaceus,NA,am,NE,NA,NA,NA
Fis-24979,NA,NA,NA,Sebastes ruberrimus,NA,am,NE,NA,NA,NA
Fis-24982,NA,NA,NA,Sebastes saxicola,NA,am,NE,NA,NA,NA
Fis-24984,NA,NA,NA,Sebastes serranoides,NA,am,NE,NA,NA,NA
Fis-30887,NA,NA,NA,Sebastes variegatus,NA,am,NE,NA,NA,NA
Fis-24987,NA,NA,NA,Sebastes wilsoni,NA,am,NE,NA,NA,NA
Fis-24988,NA,NA,NA,Sebastes zacentrus,NA,am,NE,NA,NA,NA
Fis-30889,NA,NA,NA,Sebastolobus altivelis,NA,am,NE,NA,NA,NA
Fis-24562,NA,NA,NA,Erilepis zonifer,NA,am,NE,NA,NA,NA
Fis-24672,NA,NA,NA,Hexagrammos decagrammus,NA,am,NE,NA,NA,NA
Fis-24673,NA,NA,NA,Hexagrammos lagocephalus,NA,am,NE,NA,NA,NA
Fis-24674,NA,NA,NA,Hexagrammos octogrammus,NA,am,NE,NA,NA,NA
Fis-30817,NA,NA,NA,Hexagrammos stelleri,NA,am,NE,NA,NA,NA
Fis-30854,NA,NA,NA,Oxylebius pictus,NA,am,NE,NA,NA,NA
Fis-24901,NA,NA,NA,Pleurogrammus monopterygius,NA,am,NE,NA,NA,NA
Fis-30910,NA,NA,NA,Zaniolepis latipinnis,NA,am,NE,NA,NA,NA
Fis-150528,NA,NA,NA,Archistes biseriatus,NA,am,NE,NA,NA,NA
Fis-30764,NA,NA,NA,Artediellus scaber,NA,am,NE,NA,NA,NA
Fis-24437,NA,NA,NA,Artedius corallinus,NA,am,NE,NA,NA,NA
Fis-30765,NA,NA,NA,Artedius fenestralis,NA,am,NE,NA,NA,NA
Fis-24439,NA,NA,NA,Artedius harringtoni,NA,am,NE,NA,NA,NA
Fis-24440,NA,NA,NA,Artedius lateralis,NA,am,NE,NA,NA,NA
Fis-30766,NA,NA,NA,Ruscarius meanyi,NA,am,NE,NA,NA,NA
Fis-30768,NA,NA,NA,Ascelichthys rhodorus,NA,am,NE,NA,NA,NA
Fis-30769,NA,NA,NA,Asemichthys taylori,NA,am,NE,NA,NA,NA
Fis-30774,NA,NA,NA,Blepsias bilobus,NA,am,NE,NA,NA,NA
Fis-24467,NA,NA,NA,Blepsias cirrhosus,NA,am,NE,NA,NA,NA
Fis-24498,NA,NA,NA,Chitonotus pugetensis,NA,am,NE,NA,NA,NA
Fis-24511,NA,NA,NA,Clinocottus acuticeps,NA,am,NE,NA,NA,NA
Fis-24513,NA,NA,NA,Clinocottus embryum,NA,am,NE,NA,NA,NA
Fis-30807,NA,NA,NA,Dasycottus setiger,NA,am,NE,NA,NA,NA
Fis-24552,NA,NA,NA,Enophrys bison,NA,am,NE,NA,NA,NA
Fis-24553,NA,NA,NA,Enophrys diceraus,NA,am,NE,NA,NA,NA
Fis-24554,NA,NA,NA,Enophrys lucasi,NA,am,NE,NA,NA,NA
Fis-14939,NA,NA,NA,Psychrolutes sigalutes,NA,am,NE,NA,NA,NA
Fis-24652,NA,NA,NA,Gymnocanthus galeatus,NA,am,NE,NA,NA,NA
Fis-24668,NA,NA,NA,Hemilepidotus hemilepidotus,NA,am,NE,NA,NA,NA
Fis-115192,NA,NA,NA,Hemilepidotus spinosus,NA,am,NE,NA,NA,NA
Fis-24671,NA,NA,NA,Hemitripterus bolini,NA,am,NE,NA,NA,NA
Fis-30821,NA,NA,NA,Icelinus borealis,NA,am,NE,NA,NA,NA
Fis-30822,NA,NA,NA,Icelinus burchami,NA,am,NE,NA,NA,NA
Fis-30825,NA,NA,NA,Icelinus fimbriatus,NA,am,NE,NA,NA,NA
Fis-30827,NA,NA,NA,Icelinus tenuis,NA,am,NE,NA,NA,NA
Fis-30828,NA,NA,NA,Icelus spatula,NA,am,NE,NA,NA,NA
Fis-30829,NA,NA,NA,Icelus spiniger,NA,am,NE,NA,NA,NA
Fis-30830,NA,NA,NA,Jordania zonope,NA,am,NE,NA,NA,NA
Fis-30843,NA,NA,NA,Malacocottus kincaidi,NA,am,NE,NA,NA,NA
Fis-24767,NA,NA,NA,Megalocottus platycephalus,NA,am,NE,NA,NA,NA
Fis-24773,NA,NA,NA,Microcottus sellaris,NA,am,NE,NA,NA,NA
Fis-24808,NA,NA,NA,Myoxocephalus polyacanthocephalus,NA,am,NE,NA,NA,NA
Fis-24812,NA,NA,NA,Nautichthys oculofasciatus,NA,am,NE,NA,NA,NA
Fis-24813,NA,NA,NA,Nautichthys pribilovius,NA,am,NE,NA,NA,NA
Fis-30851,NA,NA,NA,Oligocottus maculosus,NA,am,NE,NA,NA,NA
Fis-24825,NA,NA,NA,Oligocottus rimensis,NA,am,NE,NA,NA,NA
Fis-30852,NA,NA,NA,Oligocottus snyderi,NA,am,NE,NA,NA,NA
Fis-30857,NA,NA,NA,Paricelinus hopliticus,NA,am,NE,NA,NA,NA
Fis-30881,NA,NA,NA,Psychrolutes paradoxus,NA,am,NE,NA,NA,NA
Fis-30882,NA,NA,NA,Radulinus asprellus,NA,am,NE,NA,NA,NA
Fis-30883,NA,NA,NA,Radulinus boleoides,NA,am,NE,NA,NA,NA
Fis-14977,NA,NA,NA,Rhamphocottus richardsonii,NA,am,NE,NA,NA,NA
Fis-155578,NA,NA,NA,Scorpaenichthys marmoratus,NA,am,NE,NA,NA,NA
Fis-30901,NA,NA,NA,Synchirus gilli,NA,am,NE,NA,NA,NA
Fis-25035,NA,NA,NA,Triglops macellus,NA,am,NE,NA,NA,NA
Fis-62940,NA,NA,NA,Triglops pingelii,NA,am,NE,NA,NA,NA
Fis-30905,NA,NA,NA,Triglops scepticus,NA,am,NE,NA,NA,NA
Fis-30759,NA,NA,NA,Agonomalus mozinoi,NA,am,NE,NA,NA,NA
Fis-24404,NA,NA,NA,Agonopsis vulsa,NA,am,NE,NA,NA,NA
Fis-147788,NA,NA,NA,Podothecus accipenserinus,NA,am,NE,NA,NA,NA
Fis-24421,NA,NA,NA,Anoplagonus inermis,NA,am,NE,NA,NA,NA
Fis-24441,NA,NA,NA,Aspidophoroides monopterygius,NA,am,NE,NA,NA,NA
Fis-30771,NA,NA,NA,Aspidophoroides olrikii,NA,am,NE,NA,NA,NA
Fis-24456,NA,NA,NA,Bathyagonus alascanus,NA,am,NE,NA,NA,NA
Fis-24457,NA,NA,NA,Bathyagonus infraspinatus,NA,am,NE,NA,NA,NA
Fis-30773,NA,NA,NA,Bathyagonus nigripinnis,NA,am,NE,NA,NA,NA
Fis-24458,NA,NA,NA,Bathyagonus pentacanthus,NA,am,NE,NA,NA,NA
Fis-24468,NA,NA,NA,Bothragonus swanii,NA,am,NE,NA,NA,NA
Fis-24693,NA,NA,NA,Hypsagonus quadricornis,NA,am,NE,NA,NA,NA
Fis-125929,NA,NA,NA,Chesnonia verrucosa,NA,am,NE,NA,NA,NA
Fis-30850,NA,NA,NA,Odontopyxis trispinosa,NA,am,NE,NA,NA,NA
Fis-24846,NA,NA,NA,Pallasina barbata,NA,am,NE,NA,NA,NA
Fis-24941,NA,NA,NA,Sarritor leptorhynchus,NA,am,NE,NA,NA,NA
Fis-25004,NA,NA,NA,Stellerina xyosterna,NA,am,NE,NA,NA,NA
Fis-25041,NA,NA,NA,Xeneretmus latifrons,NA,am,NE,NA,NA,NA
Fis-30906,NA,NA,NA,Xeneretmus leiops,NA,am,NE,NA,NA,NA
Fis-30907,NA,NA,NA,Xeneretmus ritteri,NA,am,NE,NA,NA,NA
Fis-25042,NA,NA,NA,Xeneretmus triacanthus,NA,am,NE,NA,NA,NA
Fis-24433,NA,NA,NA,Aptocyclus ventricosus,NA,am,NE,NA,NA,NA
Fis-30777,NA,NA,NA,Careproctus melanurus,NA,am,NE,NA,NA,NA
Fis-24611,NA,NA,NA,Eumicrotremus orbis,NA,am,NE,NA,NA,NA
Fis-24744,NA,NA,NA,Liparis callyodon,NA,am,NE,NA,NA,NA
Fis-30834,NA,NA,NA,Liparis cyclopus,NA,am,NE,NA,NA,NA
Fis-30835,NA,NA,NA,Liparis gibbus,NA,am,NE,NA,NA,NA
Fis-30836,NA,NA,NA,Liparis dennyi,NA,am,NE,NA,NA,NA
Fis-24745,NA,NA,NA,Liparis florae,NA,am,NE,NA,NA,NA
Fis-30837,NA,NA,NA,Liparis fucensis,NA,am,NE,NA,NA,NA
Fis-30840,NA,NA,NA,Liparis mucosus,NA,am,NE,NA,NA,NA
Fis-30841,NA,NA,NA,Liparis pulchellus,NA,am,NE,NA,NA,NA
Fis-24746,NA,NA,NA,Liparis rutteri,NA,am,NE,NA,NA,NA
Fis-30856,NA,NA,NA,Paraliparis deani,NA,am,NE,NA,NA,NA
Fis-8227,NA,NA,NA,Polypera greeni,NA,am,NE,NA,NA,NA
Fis-24507,NA,NA,NA,Citharichthys sordidus,NA,am,NE,NA,NA,NA
Fis-30787,NA,NA,NA,Citharichthys stigmaeus,NA,am,NE,NA,NA,NA
Fis-24545,NA,NA,NA,Embassichthys bathybius,NA,am,NE,NA,NA,NA
Fis-10768,NA,NA,NA,Glyptocephalus zachirus,NA,am,NE,NA,NA,NA
Fis-30819,NA,NA,NA,Hippoglossoides robustus,NA,am,NE,NA,NA,NA
Fis-24715,NA,NA,NA,Isopsetta isolepis,NA,am,NE,NA,NA,NA
Fis-17283,NA,NA,NA,Limanda proboscidea,NA,am,NE,NA,NA,NA
Fis-24786,NA,NA,NA,Microstomus pacificus,NA,am,NE,NA,NA,NA
Fis-30858,NA,NA,NA,Parophrys vetulus,NA,am,NE,NA,NA,NA
Fis-30864,NA,NA,NA,Pleuronectes quadrituberculatus,NA,am,NE,NA,NA,NA
Fis-30865,NA,NA,NA,Pleuronichthys coenosus,NA,am,NE,NA,NA,NA
Fis-30866,NA,NA,NA,Pleuronichthys decurrens,NA,am,NE,NA,NA,NA
Fis-30880,NA,NA,NA,Psettichthys melanostictus,NA,am,NE,NA,NA,NA
Fis-1099,NA,NA,NA,Sarda lineolata,NA,am,NE,NA,NA,NA
Fis-31255,NA,NA,NA,Melanostigma pammelas,NA,am,NE,NA,NA,NA
Fis-31256,NA,NA,NA,Borostomias panamensis,NA,am,NE,NA,NA,NA
Fis-25573,NA,NA,NA,Symbolophorus californiensis,NA,am,NE,NA,NA,NA
Fis-139602,NA,NA,NA,Nannobrachium ritteri,NA,am,NE,NA,NA,NA
Fis-32138,NA,NA,NA,Lycodapus pachysoma,NA,am,NE,NA,NA,NA
Fis-32327,NA,NA,NA,Cyclothone atraria,NA,am,NE,NA,NA,NA
Fis-26523,NA,NA,NA,Danaphos oculatus,NA,am,NE,NA,NA,NA
Fis-32343,NA,NA,NA,Lampadena urophaos,NA,am,NE,NA,NA,NA
Fis-32387,NA,NA,NA,Nettastoma solitarium,NA,am,NE,NA,NA,NA
Fis-26609,NA,NA,NA,Trachonurus villosus,NA,am,NE,NA,NA,NA
Fis-32495,NA,NA,NA,Symphurus strictus,NA,am,NE,NA,NA,NA
Fis-26926,NA,NA,NA,Gnathophis nystromi,NA,am,NE,NA,NA,NA
Fis-27016,NA,NA,NA,Albatrossia pectoralis,NA,am,NE,NA,NA,NA
Fis-27025,NA,NA,NA,Coryphaenoides acrolepis,NA,am,NE,NA,NA,NA
Fis-27028,NA,NA,NA,Coryphaenoides cinereus,NA,am,NE,NA,NA,NA
Fis-32896,NA,NA,NA,Benthodesmus pacificus,NA,am,NE,NA,NA,NA
Fis-33019,NA,NA,NA,Acanthopsetta nadeshnyi,NA,am,NE,NA,NA,NA
Fis-27194,NA,NA,NA,Clidoderma asperrimum,NA,am,NE,NA,NA,NA
Fis-33124,NA,NA,NA,Xyelacyba myersi,NA,am,NE,NA,NA,NA
Fis-33191,NA,NA,NA,Bathylychnops exilis,NA,am,NE,NA,NA,NA
Fis-33413,NA,NA,NA,Leuroglossus schmidti,NA,am,NE,NA,NA,NA
Fis-27841,NA,NA,NA,Bathycongrus guttulatus,NA,am,NE,NA,NA,NA
Fis-34636,NA,NA,NA,Xenomystax atrarius,NA,am,NE,NA,NA,NA
Fis-34639,NA,NA,NA,Serrivomer sector,NA,am,NE,NA,NA,NA
Fis-34692,NA,NA,NA,Argyropelecus lychnus,NA,am,NE,NA,NA,NA
Fis-34702,NA,NA,NA,Bathophilus flemingi,NA,am,NE,NA,NA,NA
Fis-28129,NA,NA,NA,Aristostomias scintillans,NA,am,NE,NA,NA,NA
Fis-34713,NA,NA,NA,Alepocephalus tenebrosus,NA,am,NE,NA,NA,NA
Fis-28136,NA,NA,NA,Scopelosaurus harryi,NA,am,NE,NA,NA,NA
Fis-28156,NA,NA,NA,Bothrocara brunneum,NA,am,NE,NA,NA,NA
Fis-57568,NA,NA,NA,Lycenchelys crotalinus,NA,am,NE,NA,NA,NA
Fis-34768,NA,NA,NA,Allocyttus folletti,NA,am,NE,NA,NA,NA
Fis-28175,NA,NA,NA,Sebastolobus macrochir,NA,am,NE,NA,NA,NA
Fis-34787,NA,NA,NA,Eurymen gyrinus,NA,am,NE,NA,NA,NA
Fis-28181,NA,NA,NA,Gymnocanthus pistilliger,NA,am,NE,NA,NA,NA
Fis-28186,NA,NA,NA,Hemitripterus villosus,NA,am,NE,NA,NA,NA
Fis-34794,NA,NA,NA,Malacocottus zonurus,NA,am,NE,NA,NA,NA
Fis-34795,NA,NA,NA,Psychrolutes phrictus,NA,am,NE,NA,NA,NA
Fis-28189,NA,NA,NA,Zesticelus profundorum,NA,am,NE,NA,NA,NA
Fis-34804,NA,NA,NA,Eustomias dendriticus,NA,am,NE,NA,NA,NA
Fis-34829,NA,NA,NA,Melanostomias niger,NA,am,NE,NA,NA,NA
Fis-34831,NA,NA,NA,Howella brodiei,NA,am,NE,NA,NA,NA
Fis-28224,NA,NA,NA,Caristius macropus,NA,am,NE,NA,NA,NA
Fis-35069,NA,NA,NA,Nansenia candida,NA,am,NE,NA,NA,NA
Fis-35216,NA,NA,NA,Luciobrotula bartschi,NA,am,NE,NA,NA,NA
Fis-147731,NA,NA,NA,Lipolagus ochotensis,NA,am,NE,NA,NA,NA
Fis-35242,NA,NA,NA,Melamphaes acanthomus,NA,am,NE,NA,NA,NA
Fis-35470,NA,NA,NA,Myoxocephalus stelleri,NA,am,NE,NA,NA,NA
Fis-28931,NA,NA,NA,Bathycongrus varidens,NA,am,NE,NA,NA,NA
Fis-29256,NA,NA,NA,Gibberichthys latifrons,NA,am,NE,NA,NA,NA
Fis-47542,NA,NA,NA,Astronesthes fedorovi,NA,am,NE,NA,NA,NA
Fis-47774,NA,NA,NA,Hoplostethus mento,NA,am,NE,NA,NA,NA
Fis-49870,NA,NA,NA,Melamphaes lugubris,NA,am,NE,NA,NA,NA
Fis-50075,NA,NA,NA,Stemonosudis macrura,NA,am,NE,NA,NA,NA
Fis-50089,NA,NA,NA,Diaphus jenseni,NA,am,NE,NA,NA,NA
Fis-50127,NA,NA,NA,Diaphus parri,NA,am,NE,NA,NA,NA
Fis-143470,NA,NA,NA,Solocisquama stellulata,NA,am,NE,NA,NA,NA
Fis-50295,NA,NA,NA,Parataeniophorus brevis,NA,am,NE,NA,NA,NA
Fis-167420,NA,NA,NA,Caristius fasciatus,NA,am,NE,NA,NA,NA
Fis-50433,NA,NA,NA,Danaphryne nigrifilis,NA,am,NE,NA,NA,NA
Fis-50631,NA,NA,NA,Linophryne coronata,NA,am,NE,NA,NA,NA
Fis-51602,NA,NA,NA,Stenobrachius nannochir,NA,am,NE,NA,NA,NA
Fis-52195,NA,NA,NA,Notacanthus abbotti,NA,am,NE,NA,NA,NA
Fis-52352,NA,NA,NA,Ichthyococcus elongatus,NA,am,NE,NA,NA,NA
Fis-52688,NA,NA,NA,Opostomias mitsuii,NA,am,NE,NA,NA,NA
Fis-52868,NA,NA,NA,Protomyctophum thompsoni,NA,am,NE,NA,NA,NA
Fis-52885,NA,NA,NA,Tarletonbeania taylori,NA,am,NE,NA,NA,NA
Fis-52893,NA,NA,NA,Lampadena yaquinae,NA,am,NE,NA,NA,NA
Fis-52894,NA,NA,NA,Lampanyctus acanthurus,NA,am,NE,NA,NA,NA
Fis-52940,NA,NA,NA,Lestidiops sphyraenopsis,NA,am,NE,NA,NA,NA
Fis-53166,NA,NA,NA,Lepidion inosimae,NA,am,NE,NA,NA,NA
Fis-53240,NA,NA,NA,Malthopsis mitrigera,NA,am,NE,NA,NA,NA
Fis-53392,NA,NA,NA,Oneirodes bulbosus,NA,am,NE,NA,NA,NA
Fis-53393,NA,NA,NA,Oneirodes thompsoni,NA,am,NE,NA,NA,NA
Fis-53394,NA,NA,NA,Bertella idiomorpha,NA,am,NE,NA,NA,NA
Fis-53396,NA,NA,NA,Gigantactis perlatus,NA,am,NE,NA,NA,NA
Fis-53397,NA,NA,NA,Gigantactis gargantua,NA,am,NE,NA,NA,NA
Fis-53728,NA,NA,NA,Howella parini,NA,am,NE,NA,NA,NA
Fis-53729,NA,NA,NA,Howella zina,NA,am,NE,NA,NA,NA
Fis-54023,NA,NA,NA,Chrionema chryseres,NA,am,NE,NA,NA,NA
Fis-54370,NA,NA,NA,Opisthocentrus ocellatus,NA,am,NE,NA,NA,NA
Fis-54537,NA,NA,NA,Hemilepidotus gilberti,NA,am,NE,NA,NA,NA
Fis-54551,NA,NA,NA,Icelus canaliculatus,NA,am,NE,NA,NA,NA
Fis-54628,NA,NA,NA,Gymnocanthus detrisus,NA,am,NE,NA,NA,NA
Fis-147792,NA,NA,NA,Percis japonica,NA,am,NE,NA,NA,NA
Fis-54879,NA,NA,NA,Liparis ochotensis,NA,am,NE,NA,NA,NA
Fis-144041,NA,NA,NA,Allocareproctus jordani,NA,am,NE,NA,NA,NA
Fis-54895,NA,NA,NA,Careproctus furcellus,NA,am,NE,NA,NA,NA
Fis-54896,NA,NA,NA,Careproctus cypselurus,NA,am,NE,NA,NA,NA
Fis-54902,NA,NA,NA,Lipariscus nanus,NA,am,NE,NA,NA,NA
Fis-54907,NA,NA,NA,Paraliparis rosaceus,NA,am,NE,NA,NA,NA
Fis-54909,NA,NA,NA,Careproctus colletti,NA,am,NE,NA,NA,NA
Fis-55090,NA,NA,NA,Lepidopsetta bilineata,NA,am,NE,NA,NA,NA
Fis-55519,NA,NA,NA,Serrivomer jesperseni,NA,am,NE,NA,NA,NA
Fis-125842,NA,NA,NA,Coryphaenoides filifer,NA,am,NE,NA,NA,NA
Fis-56163,NA,NA,NA,Bothrocara molle,NA,am,NE,NA,NA,NA
Fis-56185,NA,NA,NA,Lycenchelys jordani,NA,am,NE,NA,NA,NA
Fis-56826,NA,NA,NA,Cetonurus crassiceps,NA,am,NE,NA,NA,NA
Fis-56840,NA,NA,NA,Lycodes brunneofasciatus,NA,am,NE,NA,NA,NA
Fis-57179,NA,NA,NA,Careproctus gilberti,NA,am,NE,NA,NA,NA
Fis-57502,NA,NA,NA,Paraliparis paucidens,NA,am,NE,NA,NA,NA
Fis-57503,NA,NA,NA,Rhinoliparis attenuatus,NA,am,NE,NA,NA,NA
Fis-57505,NA,NA,NA,Osteodiscus cascadiae,NA,am,NE,NA,NA,NA
Fis-57507,NA,NA,NA,Paraliparis cephalus,NA,am,NE,NA,NA,NA
Fis-57512,NA,NA,NA,Careproctus oregonensis,NA,am,NE,NA,NA,NA
Fis-57528,NA,NA,NA,Taranetzella lyoderma,NA,am,NE,NA,NA,NA
Fis-57529,NA,NA,NA,Lycodapus endemoscotus,NA,am,NE,NA,NA,NA
Fis-57574,NA,NA,NA,Cyclothone signata,NA,am,NE,NA,NA,NA
Fis-57663,NA,NA,NA,Benthalbella linguidens,NA,am,NE,NA,NA,NA
Fis-62376,NA,NA,NA,Vinciguerria lucetia,NA,am,NE,NA,NA,NA
Fis-63259,NA,NA,NA,Dysommina rugosa,NA,am,NE,NA,NA,NA
Fis-63650,NA,NA,NA,Careproctus simus,NA,am,NE,NA,NA,NA
Fis-64711,NA,NA,NA,Gigantactis macronema,NA,am,NE,NA,NA,NA
Fis-114098,NA,NA,NA,Bathophilus filifer,NA,am,NE,NA,NA,NA
Fis-114124,NA,NA,NA,Diaphus pacificus,NA,am,NE,NA,NA,NA
Fis-116315,NA,NA,NA,Gymnelus hemifasciatus,NA,am,NE,NA,NA,NA
Fis-116321,NA,NA,NA,Gymnelus popovi,NA,am,NE,NA,NA,NA
Fis-116739,NA,NA,NA,Lycenchelys camchatica,NA,am,NE,NA,NA,NA
Fis-116755,NA,NA,NA,Lycenchelys micropora,NA,am,NE,NA,NA,NA
Fis-116917,NA,NA,NA,Lycenchelys ratmanovi,NA,am,NE,NA,NA,NA
Fis-116935,NA,NA,NA,Lycodapus dermatinus,NA,am,NE,NA,NA,NA
Fis-116939,NA,NA,NA,Lycodapus poecilus,NA,am,NE,NA,NA,NA
Fis-116940,NA,NA,NA,Lycodapus psarostomatus,NA,am,NE,NA,NA,NA
Fis-117115,NA,NA,NA,Pachycara lepinium,NA,am,NE,NA,NA,NA
Fis-124211,NA,NA,NA,Peristedion crustosum,NA,am,NE,NA,NA,NA
Fis-124272,NA,NA,NA,Careproctus spectrum,NA,am,NE,NA,NA,NA
Fis-124273,NA,NA,NA,Careproctus ostentum,NA,am,NE,NA,NA,NA
Fis-124274,NA,NA,NA,Paraliparis holomelas,NA,am,NE,NA,NA,NA
