csd_id,csd_name,topic,characteristic,total,year
5925804,CAMPBELL RIVER 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35840,2001
5925805,CHENAHKINT 12,Labour Force Indicators,Unemployment rate,NA,2001
5925805,CHENAHKINT 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925806,HOUPSITAS 6,Labour Force Indicators,Unemployment rate,16.7,2001
5925806,HOUPSITAS 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5925808,NUCHATL 2,Labour Force Indicators,Unemployment rate,NA,2001
5925808,NUCHATL 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925809,NUCHATL 1,Labour Force Indicators,Unemployment rate,NA,2001
5925809,NUCHATL 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925812,QUINSAM 12,Labour Force Indicators,Unemployment rate,22.7,2001
5925812,QUINSAM 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5925813,VILLAGE ISLAND 1,Labour Force Indicators,Unemployment rate,NA,2001
5925813,VILLAGE ISLAND 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925814,YUQUOT 1,Labour Force Indicators,Unemployment rate,NA,2001
5925814,YUQUOT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925815,AUPE 6,Labour Force Indicators,Unemployment rate,NA,2001
5925815,AUPE 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925816,AUPE 6A,Labour Force Indicators,Unemployment rate,NA,2001
5925816,AUPE 6A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925817,CAPE MUDGE 10,Labour Force Indicators,Unemployment rate,27.3,2001
5925817,CAPE MUDGE 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5925818,SQUIRREL COVE 8,Labour Force Indicators,Unemployment rate,NA,2001
5925818,SQUIRREL COVE 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925819,TATPO-OOSE 10,Labour Force Indicators,Unemployment rate,NA,2001
5925819,TATPO-OOSE 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925820,TORK 7,Labour Force Indicators,Unemployment rate,25,2001
5925820,TORK 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5925825,MATSAYNO 5,Labour Force Indicators,Unemployment rate,NA,2001
5925825,MATSAYNO 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925830,SAAIYOUCK 6,Labour Force Indicators,Unemployment rate,NA,2001
5925830,SAAIYOUCK 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925833,OCLUCJE 7,Labour Force Indicators,Unemployment rate,NA,2001
5925833,OCLUCJE 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5925835,TSA XANA 18,Labour Force Indicators,Unemployment rate,41.7,2001
5925835,TSA XANA 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5927008,POWELL RIVER,Labour Force Indicators,Unemployment rate,7.9,2001
5927008,POWELL RIVER,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42905,2001
5927010,POWELL RIVER A,Labour Force Indicators,Unemployment rate,7.3,2001
5927010,POWELL RIVER A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",28224,2001
5927012,POWELL RIVER B,Labour Force Indicators,Unemployment rate,7.9,2001
5927012,POWELL RIVER B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",51341,2001
5927016,POWELL RIVER C,Labour Force Indicators,Unemployment rate,11.5,2001
5927016,POWELL RIVER C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38355,2001
5927018,POWELL RIVER D,Labour Force Indicators,Unemployment rate,5.9,2001
5927018,POWELL RIVER D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35453,2001
5927020,POWELL RIVER E,Labour Force Indicators,Unemployment rate,5.7,2001
5927020,POWELL RIVER E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",13668,2001
5927802,SLIAMMON 1,Labour Force Indicators,Unemployment rate,NA,2001
5927802,SLIAMMON 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5927805,HARWOOD ISLAND 2,Labour Force Indicators,Unemployment rate,NA,2001
5927805,HARWOOD ISLAND 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5927806,SECHELT (PART),Labour Force Indicators,Unemployment rate,NA,2001
5927806,SECHELT (PART),Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5929005,GIBSONS,Labour Force Indicators,Unemployment rate,9,2001
5929005,GIBSONS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",36220,2001
5929011,SECHELT,Labour Force Indicators,Unemployment rate,6.9,2001
5929011,SECHELT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",39921,2001
5929018,SUNSHINE COAST A,Labour Force Indicators,Unemployment rate,6,2001
5929018,SUNSHINE COAST A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",36774,2001
5929022,SUNSHINE COAST B,Labour Force Indicators,Unemployment rate,6.9,2001
5929022,SUNSHINE COAST B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44142,2001
5929024,SUNSHINE COAST D,Labour Force Indicators,Unemployment rate,6.3,2001
5929024,SUNSHINE COAST D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",41238,2001
5929026,SUNSHINE COAST E,Labour Force Indicators,Unemployment rate,6.6,2001
5929026,SUNSHINE COAST E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45767,2001
5929028,SUNSHINE COAST F,Labour Force Indicators,Unemployment rate,5.5,2001
5929028,SUNSHINE COAST F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49975,2001
5929801,CHEKWELP 26,Labour Force Indicators,Unemployment rate,NA,2001
5929801,CHEKWELP 26,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5929802,CHEKWELP 26A,Labour Force Indicators,Unemployment rate,NA,2001
5929802,CHEKWELP 26A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5929803,SECHELT (PART),Labour Force Indicators,Unemployment rate,23.1,2001
5929803,SECHELT (PART),Selected Household Characteristics,"Median household income, 2000 ($) - All households",24229,2001
5929804,SCHALTUUCH 27,Labour Force Indicators,Unemployment rate,NA,2001
5929804,SCHALTUUCH 27,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931006,SQUAMISH,Labour Force Indicators,Unemployment rate,7.3,2001
5931006,SQUAMISH,Selected Household Characteristics,"Median household income, 2000 ($) - All households",57058,2001
5931012,PEMBERTON,Labour Force Indicators,Unemployment rate,4.4,2001
5931012,PEMBERTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",53347,2001
5931017,SQUAMISH-LILLOOET C,Labour Force Indicators,Unemployment rate,4.4,2001
5931017,SQUAMISH-LILLOOET C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",47244,2001
5931020,WHISTLER,Labour Force Indicators,Unemployment rate,6.2,2001
5931020,WHISTLER,Selected Household Characteristics,"Median household income, 2000 ($) - All households",58906,2001
5931021,SQUAMISH-LILLOOET D,Labour Force Indicators,Unemployment rate,11.7,2001
5931021,SQUAMISH-LILLOOET D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",50090,2001
5931026,LILLOOET,Labour Force Indicators,Unemployment rate,9.2,2001
5931026,LILLOOET,Selected Household Characteristics,"Median household income, 2000 ($) - All households",40289,2001
5931032,SQUAMISH-LILLOOET A,Labour Force Indicators,Unemployment rate,9.1,2001
5931032,SQUAMISH-LILLOOET A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931034,SQUAMISH-LILLOOET B,Labour Force Indicators,Unemployment rate,9.3,2001
5931034,SQUAMISH-LILLOOET B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",21630,2001
5931801,CHEAKAMUS 11,Labour Force Indicators,Unemployment rate,50,2001
5931801,CHEAKAMUS 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931802,KOWTAIN 17,Labour Force Indicators,Unemployment rate,NA,2001
5931802,KOWTAIN 17,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931803,MOUNT CURRIE  1,Labour Force Indicators,Unemployment rate,NA,2001
5931803,MOUNT CURRIE  1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931804,MOUNT CURRIE 10,Labour Force Indicators,Unemployment rate,18.8,2001
5931804,MOUNT CURRIE 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931805,NEQUATQUE 1,Labour Force Indicators,Unemployment rate,23.1,2001
5931805,NEQUATQUE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931806,SEAICHEM 16,Labour Force Indicators,Unemployment rate,NA,2001
5931806,SEAICHEM 16,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931807,STAWAMUS 24,Labour Force Indicators,Unemployment rate,0,2001
5931807,STAWAMUS 24,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931808,WAIWAKUM 14,Labour Force Indicators,Unemployment rate,37.5,2001
5931808,WAIWAKUM 14,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931809,YEKWAUPSUM 18,Labour Force Indicators,Unemployment rate,NA,2001
5931809,YEKWAUPSUM 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931810,NEQUATQUE 3A,Labour Force Indicators,Unemployment rate,NA,2001
5931810,NEQUATQUE 3A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931811,MOUNT CURRIE  2,Labour Force Indicators,Unemployment rate,NA,2001
5931811,MOUNT CURRIE  2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931812,NESUCH 3,Labour Force Indicators,Unemployment rate,25,2001
5931812,NESUCH 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931813,BRIDGE RIVER 1,Labour Force Indicators,Unemployment rate,31.2,2001
5931813,BRIDGE RIVER 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931814,CAYOOSH CREEK 1,Labour Force Indicators,Unemployment rate,33.3,2001
5931814,CAYOOSH CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931815,CHILHIL 6,Labour Force Indicators,Unemployment rate,50,2001
5931815,CHILHIL 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931816,FOUNTAIN  1,Labour Force Indicators,Unemployment rate,29.4,2001
5931816,FOUNTAIN  1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931817,FOUNTAIN  3,Labour Force Indicators,Unemployment rate,NA,2001
5931817,FOUNTAIN  3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931818,FOUNTAIN 10,Labour Force Indicators,Unemployment rate,NA,2001
5931818,FOUNTAIN 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931819,FOUNTAIN 11,Labour Force Indicators,Unemployment rate,NA,2001
5931819,FOUNTAIN 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931820,FOUNTAIN 12,Labour Force Indicators,Unemployment rate,NA,2001
5931820,FOUNTAIN 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931821,LILLOOET 1,Labour Force Indicators,Unemployment rate,21.1,2001
5931821,LILLOOET 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931822,FOUNTAIN CREEK 8,Labour Force Indicators,Unemployment rate,NA,2001
5931822,FOUNTAIN CREEK 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931823,MCCARTNEY'S FLAT 4,Labour Force Indicators,Unemployment rate,NA,2001
5931823,MCCARTNEY'S FLAT 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931824,SETON LAKE 5,Labour Force Indicators,Unemployment rate,NA,2001
5931824,SETON LAKE 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931826,NECAIT 6,Labour Force Indicators,Unemployment rate,NA,2001
5931826,NECAIT 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931827,NESIKEP 6,Labour Force Indicators,Unemployment rate,NA,2001
5931827,NESIKEP 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931828,PASHILQUA 2,Labour Force Indicators,Unemployment rate,NA,2001
5931828,PASHILQUA 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931829,PAVILION 1,Labour Force Indicators,Unemployment rate,NA,2001
5931829,PAVILION 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931830,SETON LAKE 5A,Labour Force Indicators,Unemployment rate,NA,2001
5931830,SETON LAKE 5A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931831,SLOSH 1,Labour Force Indicators,Unemployment rate,26.7,2001
5931831,SLOSH 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931832,TOWINOCK 2,Labour Force Indicators,Unemployment rate,NA,2001
5931832,TOWINOCK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931833,MISSION 5,Labour Force Indicators,Unemployment rate,NA,2001
5931833,MISSION 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931837,MOUNT CURRIE  8,Labour Force Indicators,Unemployment rate,0,2001
5931837,MOUNT CURRIE  8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5931838,MOUNT CURRIE  6,Labour Force Indicators,Unemployment rate,22.6,2001
5931838,MOUNT CURRIE  6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",27776,2001
5931839,SLOSH 1A,Labour Force Indicators,Unemployment rate,NA,2001
5931839,SLOSH 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5931840,NEQUATQUE 2,Labour Force Indicators,Unemployment rate,NA,2001
5931840,NEQUATQUE 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933006,MERRITT,Labour Force Indicators,Unemployment rate,13.7,2001
5933006,MERRITT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",41069,2001
5933008,THOMPSON-NICOLA M,Labour Force Indicators,Unemployment rate,5.3,2001
5933008,THOMPSON-NICOLA M,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42444,2001
5933012,THOMPSON-NICOLA N,Labour Force Indicators,Unemployment rate,11.2,2001
5933012,THOMPSON-NICOLA N,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42997,2001
5933015,LYTTON,Labour Force Indicators,Unemployment rate,8.6,2001
5933015,LYTTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44314,2001
5933019,ASHCROFT,Labour Force Indicators,Unemployment rate,6.7,2001
5933019,ASHCROFT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",40318,2001
5933024,CACHE CREEK,Labour Force Indicators,Unemployment rate,7.7,2001
5933024,CACHE CREEK,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34366,2001
5933028,CLINTON,Labour Force Indicators,Unemployment rate,4.8,2001
5933028,CLINTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",27267,2001
5933032,THOMPSON-NICOLA E,Labour Force Indicators,Unemployment rate,11.4,2001
5933032,THOMPSON-NICOLA E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",33362,2001
5933035,LOGAN LAKE,Labour Force Indicators,Unemployment rate,6.4,2001
5933035,LOGAN LAKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",52338,2001
5933037,THOMPSON-NICOLA I,Labour Force Indicators,Unemployment rate,14.1,2001
5933037,THOMPSON-NICOLA I,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35171,2001
5933039,THOMPSON-NICOLA J,Labour Force Indicators,Unemployment rate,12,2001
5933039,THOMPSON-NICOLA J,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48609,2001
5933042,KAMLOOPS,Labour Force Indicators,Unemployment rate,10.2,2001
5933042,KAMLOOPS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",46536,2001
5933044,THOMPSON-NICOLA P,Labour Force Indicators,Unemployment rate,15.3,2001
5933044,THOMPSON-NICOLA P,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49480,2001
5933054,CHASE,Labour Force Indicators,Unemployment rate,13.2,2001
5933054,CHASE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",27666,2001
5933060,THOMPSON-NICOLA L,Labour Force Indicators,Unemployment rate,9.4,2001
5933060,THOMPSON-NICOLA L,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48755,2001
5933068,THOMPSON-NICOLA A,Labour Force Indicators,Unemployment rate,18.1,2001
5933068,THOMPSON-NICOLA A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",43378,2001
5933070,THOMPSON-NICOLA B,Labour Force Indicators,Unemployment rate,17.3,2001
5933070,THOMPSON-NICOLA B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44562,2001
5933072,THOMPSON-NICOLA O,Labour Force Indicators,Unemployment rate,16.1,2001
5933072,THOMPSON-NICOLA O,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35611,2001
5933801,COLDWATER 1,Labour Force Indicators,Unemployment rate,28.6,2001
5933801,COLDWATER 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",21696,2001
5933802,DOUGLAS LAKE 3,Labour Force Indicators,Unemployment rate,15.8,2001
5933802,DOUGLAS LAKE 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933803,HAMILTON CREEK 2,Labour Force Indicators,Unemployment rate,NA,2001
5933803,HAMILTON CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933804,HAMILTON CREEK 7,Labour Force Indicators,Unemployment rate,NA,2001
5933804,HAMILTON CREEK 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933805,JOEYASKA 2,Labour Force Indicators,Unemployment rate,NA,2001
5933805,JOEYASKA 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933806,NICOLA LAKE 1,Labour Force Indicators,Unemployment rate,18.8,2001
5933806,NICOLA LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933807,NICOLA MAMEET 1,Labour Force Indicators,Unemployment rate,33.3,2001
5933807,NICOLA MAMEET 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",24384,2001
5933808,NOOAITCH 10,Labour Force Indicators,Unemployment rate,27.3,2001
5933808,NOOAITCH 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933809,PAUL'S BASIN 2,Labour Force Indicators,Unemployment rate,NA,2001
5933809,PAUL'S BASIN 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933811,ZOHT 4,Labour Force Indicators,Unemployment rate,NA,2001
5933811,ZOHT 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933812,BONAPARTE 3,Labour Force Indicators,Unemployment rate,15.4,2001
5933812,BONAPARTE 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933814,CANOE CREEK 1,Labour Force Indicators,Unemployment rate,0,2001
5933814,CANOE CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933815,HALHALAEDEN 14A,Labour Force Indicators,Unemployment rate,NA,2001
5933815,HALHALAEDEN 14A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933816,CHUCHHRIASCHIN 5,Labour Force Indicators,Unemployment rate,NA,2001
5933816,CHUCHHRIASCHIN 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933817,SKEETCHESTN,Labour Force Indicators,Unemployment rate,25,2001
5933817,SKEETCHESTN,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933818,HALHALAEDEN 14,Labour Force Indicators,Unemployment rate,NA,2001
5933818,HALHALAEDEN 14,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933819,HIGH BAR 1,Labour Force Indicators,Unemployment rate,NA,2001
5933819,HIGH BAR 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933820,INKLUCKCHEEN 21,Labour Force Indicators,Unemployment rate,30,2001
5933820,INKLUCKCHEEN 21,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933821,CANOE CREEK 2,Labour Force Indicators,Unemployment rate,75,2001
5933821,CANOE CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933822,CHUCHHRIASCHIN 5A,Labour Force Indicators,Unemployment rate,NA,2001
5933822,CHUCHHRIASCHIN 5A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933823,KITZOWIT 20,Labour Force Indicators,Unemployment rate,NA,2001
5933823,KITZOWIT 20,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933824,SKUPPAH 2A,Labour Force Indicators,Unemployment rate,NA,2001
5933824,SKUPPAH 2A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933825,INKLYUHKINATKO 2,Labour Force Indicators,Unemployment rate,0,2001
5933825,INKLYUHKINATKO 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933826,KANAKA BAR 1A,Labour Force Indicators,Unemployment rate,66.7,2001
5933826,KANAKA BAR 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933827,KANAKA BAR 2,Labour Force Indicators,Unemployment rate,NA,2001
5933827,KANAKA BAR 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933828,BASQUE 18,Labour Force Indicators,Unemployment rate,NA,2001
5933828,BASQUE 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933829,KLAHKAMICH 17,Labour Force Indicators,Unemployment rate,28.6,2001
5933829,KLAHKAMICH 17,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933830,KLAHKOWIT 5,Labour Force Indicators,Unemployment rate,NA,2001
5933830,KLAHKOWIT 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933831,KLEETLEKUT 22,Labour Force Indicators,Unemployment rate,NA,2001
5933831,KLEETLEKUT 22,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933832,KLICKKUMCHEEN 18,Labour Force Indicators,Unemployment rate,30,2001
5933832,KLICKKUMCHEEN 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933834,KUMCHEEN 1,Labour Force Indicators,Unemployment rate,NA,2001
5933834,KUMCHEEN 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933835,LEON CREEK 2,Labour Force Indicators,Unemployment rate,NA,2001
5933835,LEON CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933836,LOWER HAT CREEK 2,Labour Force Indicators,Unemployment rate,40,2001
5933836,LOWER HAT CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933839,LYTTON  4A,Labour Force Indicators,Unemployment rate,NA,2001
5933839,LYTTON  4A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933840,LYTTON  4E,Labour Force Indicators,Unemployment rate,NA,2001
5933840,LYTTON  4E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933841,LYTTON  9A,Labour Force Indicators,Unemployment rate,66.7,2001
5933841,LYTTON  9A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933842,LYTTON  9B,Labour Force Indicators,Unemployment rate,NA,2001
5933842,LYTTON  9B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933844,ASHCROFT 4,Labour Force Indicators,Unemployment rate,28.6,2001
5933844,ASHCROFT 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933845,105 MILE POST 2,Labour Force Indicators,Unemployment rate,NA,2001
5933845,105 MILE POST 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933846,OREGON JACK CREEK 5,Labour Force Indicators,Unemployment rate,NA,2001
5933846,OREGON JACK CREEK 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933847,SPATSUM 11,Labour Force Indicators,Unemployment rate,NA,2001
5933847,SPATSUM 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933848,NICKEL PALM 4,Labour Force Indicators,Unemployment rate,NA,2001
5933848,NICKEL PALM 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933850,NICKEYEAH 25,Labour Force Indicators,Unemployment rate,NA,2001
5933850,NICKEYEAH 25,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933851,NICOMEN 1,Labour Force Indicators,Unemployment rate,100,2001
5933851,NICOMEN 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933852,NOHOMEEN 23,Labour Force Indicators,Unemployment rate,NA,2001
5933852,NOHOMEEN 23,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933853,NUUAUTIN 2,Labour Force Indicators,Unemployment rate,27.3,2001
5933853,NUUAUTIN 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933854,OREGON JACK CREEK 3,Labour Force Indicators,Unemployment rate,NA,2001
5933854,OREGON JACK CREEK 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933855,PAPYUM 27,Labour Force Indicators,Unemployment rate,NA,2001
5933855,PAPYUM 27,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933856,PAPYUM 27A,Labour Force Indicators,Unemployment rate,NA,2001
5933856,PAPYUM 27A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933857,PEMYNOOS 9,Labour Force Indicators,Unemployment rate,NA,2001
5933857,PEMYNOOS 9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933858,SEAH 5,Labour Force Indicators,Unemployment rate,NA,2001
5933858,SEAH 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933859,SHACKAN 11,Labour Force Indicators,Unemployment rate,28.6,2001
5933859,SHACKAN 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933860,SISKA FLAT 3,Labour Force Indicators,Unemployment rate,28.6,2001
5933860,SISKA FLAT 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933861,KLOKLOWUCK 7,Labour Force Indicators,Unemployment rate,NA,2001
5933861,KLOKLOWUCK 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933862,SISKA FLAT 5A,Labour Force Indicators,Unemployment rate,NA,2001
5933862,SISKA FLAT 5A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933863,SISKA FLAT 5B,Labour Force Indicators,Unemployment rate,NA,2001
5933863,SISKA FLAT 5B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933864,SISKA FLAT 8,Labour Force Indicators,Unemployment rate,NA,2001
5933864,SISKA FLAT 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933865,SKUPPAH 4,Labour Force Indicators,Unemployment rate,NA,2001
5933865,SKUPPAH 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933866,SKWAYAYNOPE 26,Labour Force Indicators,Unemployment rate,NA,2001
5933866,SKWAYAYNOPE 26,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
