Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
548,4,COMP PR/RE,"Ref019, Ref005","Considered a potential competitor with native fish for food and spawning areas, and is potentially detrimental to California rice crops (Pelzman 1973).
A oracious herbivore which constitutes a serious threat to native aquatic plants, and the organisms that depend on these. Walter Courtenay in Hogg (1976) called it ""the most destructive fish to submerged vegetation known next to the grass carp"". 
Given their breeding habits, redbelly tilapia could compete with centrarchids for nesting sites and alter the stability of fish communities, through aggressive interactions.
In Hyco Reservoir, North Carolina, feeding by introduced redbelly tilapia eliminated all aquatic macrophytes from the reservoir within a 2-year period that coincided with declines in populations of several native fishes; tilapia populations continued expanding in the absence of macrophytes because of its ability to switch to alternate food sources (Crutchfield et al. 1992; Crutchfield 1995).",4,COMP PR/RE,Locally patchy,"Ref019, Ref005","Native of Africa, now found throughout United States w/established populations in western and southern states and three Hawaiian Islands.",1,COMP PR/RE,No,"Ref019, Ref005","Introduced in most locations by state agencies, universities, or private companies for control of aquatic plants, to control mosquitoes and chironomid midges, as forage or food fish, and for aquaculture evaluation.",2,COMP PR/RE,Ref005,"Considered eradicated from all sites in Florida (Smith-Vaniz, personal communication) and Nevada (Courtenay et al. 1984, 1986)."
560,3,COMP PR/RE,Ref019,"Anguillicola crassus considered a major threat to European eel fisheries (Hoglund and Thomas, 1992). In U.S., measures to stem the spread of parasite will affect aquaculturists. Growers, importers and exporters face the potential for monetary loss from quarantine and crop destruction (Fries et al., 1996).",4,COMP PR/RE,Regionally pervasive,"Ref019, Ref012",Apread through Europe and parts of USA,2,COMP PR/RE,No,"Ref019, Ref012","It is thought that A. crassus was introduced to western Europe by infected Asian eels imported for consumption and aquacultural restocking (Peters & Hartmann, 1986; Belpaire et al., 1989a).  A factor contributing to the rapid spread of A. crassus is that it is not particular about habitat or transfer hosts (Taraschewski et al., 1987). Capable of surviving in eels in freshwater, brackish water, and seawater (Kennedy and Fitch, 1990). Introduction of even a few individuals of the parasite to new geographic through careless import, export and restocking practices can result in exponential spread of the parasite (De Charleroy et al, 1990).",4,COMP PR/RE,Ref019,Chemical control measures have failed. Best approach is through legislation regulating import and export of eels.
569,3,COMP PR/RE,Ref054,"Densities of zooplankton were low when medusa densities were high, and estimated predation by M. lyonsi could have limited copepod populations in the mesocosms.",4,COMP PR/RE,Locally patchy,Ref005,,2,COMP PR/RE,No,"Ref054, Ref005, Ref269","A fouling organism transported through shipping traffic. The colonizing potential of this hydrozoan is great given the high rates of asexual reproduction, fairly wide salinity tolerance, and resistant cyst stage. 
Entire populations may be generated from a single introduced male polyp. No known predators. Have potential to invade all low-salinity San Francisco Estuary environments.
Transported in ballast water.",U,,,
579,3,COMP PR/RE,Ref019,"Disease risk posed by MBV to native shrimp stocks of the Gulf of Mexico is unkown. Gross signs of PmSNPV include decreased feeding & growth rates, & increase gill & surface fouling by epibionts. In severe cases larvae & postlarvae may have white midguts (Lightner, 1996). Since this viral species infects a commercially important shrimp, attention to it is warranted.
Susceptible species include: Penaeus monodon, Fenneropenaeus merguiensis, Melicertus plegejus, Metapenaeus ensis, P. esculentus, P. semisulcatus, F. penicillatus, and Melicertus kerathurus",4,COMP PR/RE,Locally pervasive,Ref019,,2,COMP PR/RE,No,Ref019,Found in wild and cultured populations of shrimp in South Carolina and Texas.,3,COMP PR/RE,Ref019,"Implement strict biosecurity measures including histological exam of all incoming stock. The severity of infections seems to decrease after PL-25. With good management proceedures, shrimp infected with MBV (even with severe infections) can survive."
584,3,COMP PR/RE,Ref019,"Known to cause disease in P. japonicus and P. penicillatus and to experimentally infect larval Litopenaeus stylirosturs and L. penaeus (Tapay et al., 1996). The disease resulting from WSBV infection is highly lethal with cumulative mortality reaching 100% within 2 to 7 days post infection.",4,COMP PR/RE,Locally pervasive,Ref019,"Because the shrimp industry relies on intraregional transport of stocks, the distribution of these viruses may be larger than indicated and may be expanding (Lightner, 1996).",2,COMP PR/RE,No,Ref019,"Since its appearance in 1992-1993 in northeast Asia, the Strains of WSBV have spread rapidly throughout most of the shrimp growing regions of Asia and Indo-Pacific (Lightner, 1996).",3,COMP PR/RE,Ref019,"Testing import shrimp, screening broodstock and postlarvae using DNA probe, washing nauplii after harvesting. Formalin has proved effective without detriment to shrimp stock. All effluent should be treated with formalin before discharge."
602,3,PR,Ref005,Competes with natives for resources.,4,PR,Locally pervasive,Ref005,,1,PR,No,"Ref005, Ref093",Known to be an aggressive invader. Potential for transport in ships fouling communities or ballast water.,U,,,
604,3,COMP PR/RE,Ref005,"Contributed to defoliation of kelp bed at Cape Neddick, Maine. Outcompetes other encrusting growth such as Electra pilosa (another bryozoan) and Obelia geniculata (a hydroid). Kelps encrusted with M. membranacea are more susceptible to fracturing during storms. Heavy encrustaceans can also affect the abundance and composition of organisms in affected kelp communities. In New England Sea urchin Strongylocentrotus droebachiensis abundance dropped from an average of between 20 and 280 per square meter before the invasion to 0.47 per square meter after the invasion.",4,COMP PR/RE,Locally pervasive,Ref005,,4,COMP PR/RE,No,"Ref005, Ref066",Introduced to area via shipping on hulls or in ballast water. Membranipora became the dominant kelp epiphyte off the coast of New Hampshire and southern Maine in three years (Berman et al. 1992). Has higher settlement and faster growth rates than native species with no known predators.,4,COMP PR/RE,Ref066,No known effective controls in introduced range.
606,2,COMP PR/RE,Ref314,"G. vertens reportedly has an even more potent sting in its original environment in the Seas of Okhotsk and Japan. Sensitive humans who come into contact with its stinging cells in that region may suffer severe allergic reactions, resulting in the worst cases in fatal anaphylactic shock.",4,COMP PR/RE,Locally patchy,Ref005,,2,COMP PR/RE,Yes,Ref012,"Human assisted transport: hull fouling in polyp stage, or accidental with importation of Japanese oysters. It can also disperse in the hydromedusae stage in water currents and ballast water.",U,,,
607,2,COMP PR/RE,"Ref005, Ref068","The medusae eat larvae of an introduced mud crab, Rhithropanopeus harrisi (Mills and Sommer 1995).
Dense populations of this jelly can alter estuarine food webs. The prey of this jelly includes small adult crustaceans and larvae, so local populations of crabs and their relatives could be diminished.",4,COMP PR/RE,Locally patchy,Ref005,,2,COMP PR/RE,No,"Ref005, Ref270",Know to be transported and discharged from ballast water. Tolerant of brackish and low salinity environments. Spread from original ports of entry into estuaries and river systems.,U,,,
608,3,COMP PR/RE,"Ref005, Ref063","Preys on A. aurita & availability of moonjellyfish  may have facilitated the 2000 outbreak.
It feeds on other gelatinous zooplankton, including native jellyfish & capable of episodic population explosions (Larson, 1987; Graham and Young, 2002). Large jellyfish can clog fishing gear, the stings can deter swimmers, and in sufficient numbers, this species may be able to alter plankton dynamics by feeding on native zooplanktivorous jellyfish.",4,COMP PR/RE,Locally patchy,Ref005,Multi ecoregional.,2,COMP PR/RE,No,Ref005,"Human assisted transport through shipping or seagoing infrastructures (towed oil or gas platforms) as vectors. However, transport may be due to natural ocean currents. One theory attributes summer of 2000 invasion in northern Gulf of Mexico to Loop Current and its spin-off eddies.",4,COMP PR/RE,Ref005,Repeated outbreaks/sightings due to natural ocean currents.
611,3,COMP PR/RE,Ref005,Established and common. These worms are often so abundant that they bury the oysters in several inches of mud tubes.,4,COMP PR/RE,Locally pervasive,Ref005,"One account states it has been reported from ""just about everywhere in the world.""",1,COMP PR/RE,No,Ref005,,U,,,
613,3,COMP PR/RE,Ref005,Created bifouling problem at Jacksonville Electric Authority's Northside Generating Station by clogging an intake pipe filter just feet away from steam condensers. Mussels collected in Mosquito Lagoon were collected off a reef where they could compete with native organisms for food and habitat.,4,COMP PR/RE,Locally patchy,Ref005,Native of South America collected in Florida.,1,COMP PR/RE,No,Ref005,Potential for spread through ballast water exchange or hull fouling. May spread on water currents attached to driftwood.,2,COMP PR/RE,Ref005,Early detection and removal is key to prohibiting introduction.
614,1,COMP PR/RE,"Ref005, Ref061","Females mature at 50 mm; spawn in summer, can produce over one million eggs, larvae settle within 30 days, suspension feeders, densities can reach 300 per square yard.
May be competitive interactions between the European oyster and native species that have yet to be observed.",4,COMP PR/RE,Locally pervasive,Ref005,Native to eastern Atlantic. Have established on coast of western Atlantic.,1,COMP PR/RE,No,Ref005,,U,,,
616,3,COMP PR/RE,"Ref005, Ref065","Can destroy or cause collapse of untreated wood structures. Filter feeders that may compete with native species for resources. Larvae settle and construct extensive burrow systems on any wooden structures (boat hulls, marinas, docks and pilings). Caused $615 million in damage in San Francisco Bay in 1920's. Similar damage reported from Barnegat Bay, NJ and Long Island Sound, NY.",4,COMP PR/RE,Locally patchy,"Ref005, Ref065",,1,COMP PR/RE,No,"Ref005, Ref065, Ref271","The primary mechanism of the range extensions is by boat transport. Shipworms are generally tolerant of a wide range of salinities, temperatures, flow conditions, and oxygen concentrations. Dispersed by planktonic larvae. Outbreaks follow increased water temperatures and salinities in power station effluents.",2,COMP PR/RE,Ref065,Effective control can be accomplished by chemical treatment (e.g. creosote) of wood or use of alternative materials.
619,4,COMP PR/RE,"Ref005, Ref002","A predominant mollusk from New Jersey northward, has had large negative impacts on invaded ecosystems; completes with native gastropods & other littorines. Can breed all year, primarily and algae grazer, but will feed on small invertebrates such as barnacle larvae. Has drastically altered New England intertidal community structure by allowing slow growing Chondrus crispus to overtake faster growing green algal species. In open coast and estuary habitats can be found at densities of 200-500 individuals per sq. meter.",4,COMP PR/RE,Locally pervasive,Ref005,"Native of Eurasia, now established in North America",2,COMP PR/RE,No,"Ref005, Ref002","Egg capsules are shed directly into the sea. Larval settling time or pelagic phase can be up to six weeks. 
Potential for localized spread in ocean currents. It has been suggested that L. littorea can serve as a highly suitable bio-indicator species for contamination of marine environments.
Potential for spread or new introductions through ballast or continued live food trade.",4,COMP PR/RE,Ref002,"For similar species, biocides, manual removal, and bio-control agents have been considered, however, little has been done in the way of eradication."
621,4,COMP PR/RE,"Ref005, Ref037, Ref002",Carniverous gastropods whose main diet consists of a variety of other mollusk species such as native oysters. A major pest of oyster beds. Have caused significant changes in the ecology of bottom-dwelling organisms.,4,COMP PR/RE,Locally pervasive,Ref005,Native of western Pacific now estabished in Black Sea & east coast of South America.,1,COMP PR/RE,No,"Ref005, Ref037, Ref002","This fertile species is extremely versatile, tolerating low salinities, water pollution and oxygen deficient waters.
Spreading less rapidly, but no less of a threat due to spread through planktonic larvae. Most likely spread in ballast water or via the transport of egg masses with marine farming products. R. venosa reproduces by laying clusters of egg capsules that resemble small mats of yellow shag carpet, which produce pelagic larvae that eventually settle on the bottom where they develop into hard-shelled snails.",4,COMP PR/RE,Ref002,"Recent studies in Adriatic Sea find ""breakwaters could represent prerential sites for maintenance of R. venosa"". Predation by blue crabs, mud crabs, & spider crabs could be natural control mechanism. Spread inevitable, eradication unlikely."
623,2,COMP PR/RE,"Ref005, Ref051","Known to rapidly devour hydroid colonies (especially Cordylophora lacustris, Laomedia spp & Protohydra leuckarti - (habitats.org.uk)",4,COMP PR/RE,Locally patchy,Ref005,Cross continental.,2,COMP PR/RE,No,Ref090,"It has been suggested that the developmental plasticity and rapid growth of this species enables it to disperse to new locations to find new food.
The wide geographic distribution of Tenellia adspersa is probably due to passive transportation of adults and egg masses by Cordylophora colonies on ships.",U,,,No information found.
624,2,COMP PR/RE,"Ref005, Ref051","Severely impacts soft coral, Alcyoniuum siderium. Also feeds on Alcyonium digitatum.",4,COMP PR/RE,Locally pervasive,Ref005,Transcontinental,1,COMP PR/RE,No,Ref005,Established in 1980's. Thought to have been transported in ballast water.,U,,,Unknown
629,2,COMP PR/RE,Ref005,"May compete for food, refuge with Callinectes sapidus in estuaries.",4,COMP PR/RE,Locally patchy,Ref005,Native to Caribbean and South America collected sporadically off coasts of southeastern United States.,3,COMP PR/RE,Yes,Ref005,"Williams (1974) attributed North American records to drift of larvae or juveniles from the Caribbean via currents associated with the Gulf Stream.  Williams and Williams (1981)  suggested that later growth stages might be transported by swimming or by attachment to flotsam. Also transported via major eddies in the Gulf stream or major southern storm events.
Potential for human assisted transport of larvae in ballast water.",U,,,
630,4,COMP PR/RE,Ref005,"Broad diet provides potential to affect native crabs, fish & shellfish by disrupting food web. Occupies same habitat as native mud crabs, possibly overwhelming & dominating their habitat. May compete for food with blue crab, rock crab, lobster & non-native green crab. Populations increasing while native pops declining. Pose threats to coastline ecosystems & aquaculture operations. Opportunistic omnivore.",4,COMP PR/RE,Regionally pervasive,Ref005,Native of western Pacific well established and abundant on Atlantic coast of US.,3,COMP PR/RE,No,"Ref002, Ref005","The larvae are suspended in the water for approximately one month before developing into juvenile crabs. Because of this, the larvae have the ability to be transported over great distances, a possible means of new introductions (Benson, 2005). Tolerant of a wide range of environmental conditions, likely to continue to expand along US coastline.",3,COMP PR/RE,Ref005,"Rockfish and seagulls prey upon H. samguineus which helps control in native range, but not in US. Ballast water management being researched to reduce or eradicate new introductions from occurring."
631,4,COMP PR/RE,Ref005,This species is a carrier of strains of the white spot baculovirus. These viruses are extremely virulent & cause disease in penaeid shrimp and blue crab. Caused fouling problems in Texas PCV intakes to lakeshore homes & evidence they have disrupted natural community by replacing native crayfish in local lakes.,4,COMP PR/RE,Locally pervasive,Ref005,,2,COMP PR/RE,No,"Ref005, Ref012","Spread from California to Oregon via currents during larval stage. Texas introductions may have resulted from bait buckets or accidental angler/boater releases or fish stocking.
Accidental human assisted transport in ballast or aquaculture.",4,COMP PR/RE,Ref005,Establishment likely permanent. Control to focus on reducing introductions.
635,3,COMP PR/RE,"Ref005, Ref069, Ref284","Fouls pilings and buoys. Feeds on hydroids. In some environments it is now the most abundant invertebrate and may be outcompeting similar scavengers for food and habitat space.
The dramatic abundance (in Delaware Bay, USA) of this isopod indicates that there is considerable potential for altering community structure.",4,COMP PR/RE,Locally patchy,Ref005,Cross continental/oceanic spread.,1,COMP PR/RE,No,"Ref005, Ref284","A fouling organism requiring assisted transport to expand alien range. Transported on hulls and in ballast water. 
Found on ropes and buoys used to deploy oyster spat collection bags.",4,COMP PR/RE,Ref005,"Cleaning ships hulls, ocean exchange of ballast water helps stem spread."
677,4,COMP PR/RE,Ref002,"Where it has been introduced, its dense growth can exclude almost any native species of plant, fish, or animal. It blocks drainage systems, and if not controlled can easily overgrow pasture and farmland converting productive farmland into swamp. Seriously affects the use of farmland, and freshwater and estuarine ecosystems.",4,COMP PR/RE,Locally pervasive,Ref002,,2,COMP PR/RE,No,Ref002,"Cultivated as a food crop in East Asia and is often grown as cover for wild fowl along the sides of lakes in Britain. Seed dispersal via birds & machinery, fragments dispersed by water downstream.",3,COMP PR/RE,Ref002,"Once established, it is difficult to eradicate. Chemical treatments & mechanical removal are the most effective means on small infestations, with follow up treatments. 
Prohibited in New Zealand."
683,2,PR,Ref286,"Within it's new distribution area, C. neritea could potentially compete with the autochthonous nassariid Nassarius reticulatus, both species being scavengers. Although C. neritea tends to occur mainly in relatively clean sands in the intertidal and N. reticulatus in subtidal, organic rich sediments, the habitats of both species partially overlap. Laboratory experiments showed that in still water conditions  C. neritea was more active and reached carrion faster than N. reticulatus, thereby having a competitive advantage over the latter. Analysis of parasite load in both species in Arcachon Bay indicated that N. reticulatus was more heaviy parasitized by digenean trematodes than C. neritea.",4,COMP PR/RE,Locally patchy,Ref286,,1,PR,No,Ref286,"The spread and population dynamics of C. neritea along the French Atlantic coast may be a natural range expansion due to climate changes, or accidental introductions with shellflish culture. Introduction has ben favoured by the lack of parasites. Altogether, recurrent introduction, competitive ability and lack of heavy parasitic load might explain the successful settlement of C. neritea along the French Atlantic coast.
Also the C. neritea populations have potentially benefited from a slight warming of coastal waters during 1970-1990.",U,,,
685,3,COMP PR/RE,Ref037,"Studies on the biology of the species along the Syrian coasts showed that it produces as high as 58% of the total community respiration and 75% in total biomass (reaching up to 93%) (Kucheruk and Basin, 1999).",4,COMP PR/RE,Locally pervasive,Ref037,,2,COMP PR/RE,No,"Ref037, Ref221, Ref287","Larvae are planktotrophic, ensuring long-distance dispersal. Possible migration through Suez Canal. Introduction to Greek waters thought to be via shipping or aquaculture. Lamprell (1998) assumes this species is an Erythrean invader to the Mediterranean and unlikely caused by shipping. Has spread quickly through Mediterranean.",2,COMP PR/RE,Ref037,No known solution to completely eradicate an established marine species.
686,4,COMP PR/RE,Ref110,"These massive swarms of voracious planktotrophs, some stretching 100 km long, must play havoc with the limited resources of this oligotrophic (Mediterranean) sea, and when the shoals draw nearer shore, they adversely affect tourism, fisheries and coastal installations. Local municipalities have reported a decrease in holiday makers frequenting the beaches because of the public's concern over the painful stings inflicted by the jellyfish. Coastal trawling and purse-seine fishing are disrupted for the duration of the swarming due to net clogging and inability to sort yield. Water intake pipes blocked with jellyfish pose a threat to cooling systems of port-bound vessels and coastal power plants: in summer 2001 Israel Electric removed tonnes of jellyfish from its seawater intake pipes at its two largest power plants, at estimated costs of 50,000 US$ (M. Cohen, pers. Comm).",4,COMP PR/RE,Locally pervasive,Ref110,,3,COMP PR/RE,No,Ref110,"Believed to have entered Mediterranean through Suez canal, possibly migrating, or human assisted on ships hulls or ballast water.
If global warming was to affect the Mediterranean sea-water temperature, then tropical invasive species would gain a distinct advantage over the native fauna.",4,COMP PR/RE,Ref110,No known solution to completely eradicate an established marine species.
687,4,COMP PR/RE,Ref025,"Acartia tonsa may substitute native planktonic copepods (Gomoiu et al. 2002) becoming dominant in native communities. Can change energy/matter flows between pelagic and benthic compartments and modify trophic structure of invaded ecosystems (Leppäkoski et al., 2002). High levels of PSP toxin can be accumulated in copepod grazers such as Acartia tonsa, supporting the hypothesis that zooplankton may serve as PSP toxin vectors to higher trophic levels (Teegarden, Cembella 1996).",4,COMP PR/RE,Regionally patchy,Ref025,,3,COMP PR/RE,No,"Ref012, Ref268",This species produces diapause eggs (Zilhoux & Gonzalez 1972) which may have helped with transport in ballast waters. Rapid population expansion during first years in Caspian Sea.,U,COMP PR/RE,Ref012,No known controls used.
688,3,COMP PR/RE,"Ref272, Ref273","The main concern is the impact of the worm on boats and ships.  ""The species can clog seawater cooling systems and foul propellers, as well as cause the premature failure of antifouling paints,"" Mr John Lewis, Senior Research Scientist at DSTO explained.
Economic impacts attributed to cost of cleaning fouled surfaces, increased drag on fouled vessels and blockages or inefficien-cies in seawater cooling systems, for example in submarines. 
Potential to modify ecosystem dynamics & species assemblages through competition for resources.",4,COMP PR/RE,Locally patchy,Ref272,,3,COMP PR/RE,No,Ref272,Potential for further human assisted expansion on ships hulls and fouling communities or aquaculture.,3,COMP PR/RE,Ref272,"Eradication unlikely, management required."
689,2,COMP PR/RE,"Ref289, Ref035","Better mean growth rates/reproductive efforts, than (the native) O. erinacea which favour the invader establishment & spread in France. Detrimental for oyster cultivation.
In Willapa Bay (WA, USA) native Dogwhelks were common prior to the introduction of Asian Drills but have apparently disappeared.",4,COMP PR/RE,Locally patchy,Ref289,,1,COMP PR/RE,No,Ref289,Lack of a swimming larval stage may greatly reduce the ability to expand unless counterbalanced by human activities. Expansion along the French coasts is enhanced by oyster farming activities.,3,COMP PR/RE,Ref288,"Prompted severe restrictions on oyster transport. Control by removing egg capsules, not simply adults, expected to reduce local impacts."
690,2,PR,Ref274,"Not only invaded the Columbia River estuary, but subsequently, at least 7 other estuaries in the Pacific Northwest (Washington and Oregon states) region and was sometimes found to be the dominant and most abundant zooplankter in these systems. Found in estuaries with, and without international shipping.",4,PR,Locally patchy,Ref274,,3,PR,No,Ref274,Two factors may be important in the establishment of this copepod: temperature and extent of salinity intrusion. They were found to be more abundant in rivers with average autumn temperatures of 19.3 C than in those with average autumn temps of 12.4 C. Populations were found in rivers with and without international shipping ports. Ballast dumping often occurs in these ports.,4,PR,Ref274,No known eradication controls for this invader.
691,2,PR,"Ref275, Ref276","Competes with native species for resources. Caused a decrease in the autochthonous key copepod Acartia tonsa in the Bahia Blanca. This temporal exclusion of the A. tonsa population is probably due to two control processes. One such process is the overlapping of their trophic niches, with E. americana having the advantage of being better adapted to feed more efficiently on phytoplankton from the winter–spring bloom than A. tonsa, as inferred by Hoffmeyer and Prado Figueroa on the basis of the differences in the integumental structures observed in the oral field of both copepods (Hoffmeyer and Prado Figueroa, 1997).",4,PR,Locally patchy,Ref275,,3,COMP PR/RE,No,"Ref275, Ref277","Potential for further spread in ballast water.
Tidal currents allow vertical migration and retention within rivers and estuaries.",4,PR,Ref275,Persists year-round as diapause eggs in the sediment.
693,3,COMP PR/RE,"Ref025, Ref211","Competition, food-prey, habitat change.",4,COMP PR/RE,Locally pervasive,"Ref025, Ref211",,1,COMP PR/RE,No,"Ref025, Ref211, Ref224",A fouling organism requiring assisted transport to expand alien range.,4,COMP PR/RE,Ref211,No known controls for established marine species.
694,3,COMP PR/RE,"Ref278, Ref279","In the Gulf of  Finland, the gradual expansion of the North Sea oligochaeta T. pseudogaster has been accompanied by the drastic decline of the native Monoporeia affinis population. Severe decrease of this amphipod population may have marked adverse effects on upper trophic levels. Consequently, invasion of T. pseudogaster has great potential to alter ecosystem-level properties and processes in the Gulf of Finland.",4,COMP PR/RE,Locally pervasive,"Ref278, Ref279",,3,COMP PR/RE,No,"Ref278, Ref279","Potential for future introductions in ships ballast and fouling communities.
Expanded range from initial introduction within one year in eastern Gulf of Finland.",4,COMP PR/RE,"Ref278, Ref279",No known successful eradication techniques for marine species.
695,2,COMP PR/RE,"Ref011, Ref280",Competes with bottom feeding natives for resources. Potential food for other invasive marine species.,4,COMP PR/RE,Locally patchy,"Ref011, Ref280",Found in a plankton sample collected between the capes of Stirsudden to the north and Shepelevsky to the south.,2,COMP PR/RE,No,"Ref011, Ref280","Can tolerate a wide range of salinity, with potential to invade estuaries. Potential for distribution in ships ballast water or fouling communities.",4,COMP PR/RE,Ref011,No known successful eradications of marine benthic species.
698,3,COMP PR/RE,Ref037,Reported to mutilate fish caught in traps and trammel nets and to tear nets. Supports an important fishery along the Atlantic coast of USA.,4,COMP PR/RE,Locally pervasive,Ref037,,2,COMP PR/RE,No,"Ref037, Ref290","Larval development takes place at sea, providing potential for further coastal and estuarine introductions on ocean currents and in ballast water.",3,COMP PR/RE,Ref037,No known eradication controls in marine habitats.
718,4,RE,Ref002,Has contributed to declines in shorebird foraging habitats by causing changes in benthic invertebrate community structure. Posey (1988) noted that the introduction of Z. japonica has changed the physical habitat as well as the richness and densities of resident fauna.,4,RE,Locally pervasive,Ref002,,2,RE,No,Ref002,"Birds disperse seeds over long distances. Seeds detached from flowering shoots can disperse naturally through drift.
Potential for human assisted transport in Japanese oyster shipments.",4,RE,Ref002,"Imazapyr & glyphosphate killed both Z. japonica and native Zostera, but both had recovered within 1 yr. Some physical (digging) effective if contantly maintained, but stong tides disperse fragments which lead to revegetation."
719,2,COMP PR/RE,Ref012,Considered to be an important constituent of the winter and spring diatom flora around Britain (Boalch 1987). A prominent contributor to the winter and spring phytoplankton of the western English Channel (Boalch & Harbour 1977; Boalch 1987).,4,COMP PR/RE,Locally pervasive,Ref012,Earliest report in Chesapeake Bay 1960-62,3,COMP PR/RE,No,Ref012,"Potential for spread on ocean currents. Also human assisted transport in ballast water.
It rapidly spread to become widely distributed throughout European waters in less than 10 years (Ostenfeld 1908; Boalch & Harbour 1977; Boalch 1987; Christensen, Koch & Thomsen 1985).",4,COMP PR/RE,Ref012,No known control methods.
720,1,COMP PR/RE,Ref291,Competes with natives for resources.,4,COMP PR/RE,Locally pervasive,Ref291,,3,COMP PR/RE,No,Ref291,"Most likely related to the natural dispersal of the drifting algae but human activities as a transport vector can not be excluded. 
Likely to extend distribution along Northeastern Baltic Sea coast.
Timing of the range expansion of O. cavimana bay be connected with climate warming. Shorter period of ice cover and strong storms in autumn and winter may favour the transport of wrack over large distances.",4,COMP PR/RE,Ref291,No known controls.
724,3,COMP PR/RE,Ref087,"Irrigation burrowing has a high impact on fluid exchange rates between bottom water and sediments, especially in muddy sediments. The burrow walls make good substrates for aerobic degredation of organic matter (HELCOM 1996). Negatively influence native polychaetes and amphipods affecting the composition of benthic communities. This species caused changes in diet of benthic fish (Kotta per. Comm. 2005).",4,COMP PR/RE,Locally pervasive,Ref087,"The world-wide distribution of the genus Marenzelleria is restricted to the northern Hemisphere. The native range of M. neglecta is the Atlantic coast of the North-America (Gollasch et al. 1999, Sikorski and Bick 2004).",1,COMP PR/RE,No,Ref087,Human assisted dispersal: most likely transported as larvae and/or adults in ballast water.,4,COMP PR/RE,Ref087,No known controls for this established marine species.
725,3,PR,Ref269,"The potential for these planktonic predators to alter zooplankton communities and feed directly on larval and juvenile stages of threatened native and commercially valuable estuary fish species are all possible, but remain uninvestigated.",4,PR,Locally patchy,Ref269,1st found in Väinameri Archipelago (Estonia) in late summer 1999,2,PR,No,Ref269,Potential for additional introductions in ballast water. Medusa transported from entry sites on rising tides. Potential to invade all low-salinity San Francisco Estuary environments because sessile polyps are transportable on bottoms of boats of all sizes.,4,PR,Ref269,No known controls in this environment. No predators in California waters.
726,3,PR,Ref241,An intermediate host of the trematode Nicolla skrjabini. This species known to transfer parasites and diseases. Competes with native species for food and resources.,4,PR,Locally patchy,Ref240,,3,PR,No,"Ref240, Ref241","Polish populations declining, considered endangered due to water pollution (Kolodziejczk 2004, Zajac 2005) but Belarus and Russian populations are thriving. To date, Lithoglyphus snails have reached the Kuibyshev Reservoir. Possible spread into lakes on water currents via canals. Additional translocations via ships fouling.",4,PR,Ref240,No known eradication controls for this invader. Prevention is best management.
730,3,COMP PR/RE,Ref039,"An anadromous fish, predation on native fish and competes for habitat and resources.",4,COMP PR/RE,Locally patchy,Ref039,,3,COMP PR/RE,Yes,Ref039,"Reintroduced (to Estonia) in 1972 and in the 1990s. The most widely cultivated sturgeon. It was cultivated in fish farms and released into the natural waters sometimes.    Reported as introduced in Sweden, probably due to diffusion from neighboring countries. Declining in native areas due to loss of habitat, overfishing and egg production has been disrupted due to environmental pollution. Classified as Endangered by IUCN (1996).",4,COMP PR/RE,Ref039,No known controls in marine/freshwater environments.
731,3,PR,"Ref294, Ref113, Ref295","A voracious predator and omnivorous feeder, but with a strong feeding preference for cladocerans over copepods. Their invasion could therefore have dramatic effects on the zoo-plankton composition and abundance.
Threats include: Pollution and silting of water bodies, reduction in river deltas, areas of seabed with hard sediments.",4,COMP PR/RE,Locally patchy,"Ref294, Ref296",,1,PR,No,Ref294,"Potential for escape from aquaculture, and migration from introduced sites.",4,PR,"Ref294, Ref296",No known controls in aquatic environrments.
733,4,COMP PR/RE,"Ref301, Ref303","""Pelo de Oso"" constitutes one of the three components of the metal/biota/solution system that interact in Lake Maracaibo, producing bifouling and microbiological corrosion. The latter generates great economic problems, mainly: water-pump failures.
Its ecological impact includes: competition, habitat change, and predation. Its economic impact includes: water-pump failures, increase in cleaning frequency at inlets, and decreasing efficiency of deoxygenating towers.
Considered a plague in some regions of the world, demanding raised economic expenses in antiincrustantes treatments.",4,COMP PR/RE,Locally patchy,Ref301,,3,COMP PR/RE,No,"Ref301, Ref302","A fouling organism requiring assisted transport to expand alien range.
Known to extend distributions and abundances after extreme storms (Tropical Storm Agnes).",3,COMP PR/RE,Ref304,Free Field Ultrasonic Radiation used to control colonial hydroid macrofouling. Twenty-four hour exposures to the sound regime caused destruction of the hydranths and regression of tissue in the stolons.
