Species.ID,SPECIES.NAME,Higher.taxa,Genus,Species,Common.name,System.FTM,System.FrLandMar,Entry.info,Database.source,Database.scope,Ecos.services,Ag.pest
943,Boonea bisuturalis,Invertebrate - Mollusc,Boonea,bisuturalis,two-grooved odostome,MR,Marine,RG (08/30/07),Ref002,Invasive,No,
944,Ceratostoma inornatum,Invertebrate - Mollusc,Ceratostoma,inornatum,"Asian drill, Asian oyster drill, Japanese oyster drill",MR,Marine,RG (08/30/07),Ref002,Invasive,No,
945,Charybdis japonica,Invertebrate - Arthropod - Crustacean,Charybdis,japonica,"Asian crab, Asian paddle crab, blue crab, paddle crab, swimming crab",MR,Marine,RG (08/30/07),Ref002,Invasive,No,
946,Gemma gemma,Invertebrate - Mollusc,Gemma,gemma,"Amethyst gem clam, Gem clam","FW, MR","Marine, Freshwater",RG (08/31/07),Ref002,Invasive,No,No
947,Lutjanus kasmira,Vertebrate - fish,Lutjanus,kasmira,"blouband snapper (Afrikaans-South Africa), blue-banded hussar (English), bluebanded snapper (English-South Africa), blueline snapper (English), blue-lined sea perch (English-French Polynesia), bluelined snapper (English-Guam, Micronesia (Federated States ",MR,Marine,RG (08/31/07),Ref002,Invasive,No,No
948,Tridentiger trigonocephalus,Vertebrate - fish,Tridentiger,trigonocephalus,"Chameleon goby (English), Japanese goby (English), Oriental goby (English), polosatyi trekhzubyi bychok (Russian-Russian Federation), shimahaze (Japanese-Japan), shimahaze (Japanese), striped goby (English), striped tripletooth goby (English-Russian Feder","FW, MR","Marine, Freshwater",RG (08/31/07),Ref002,Invasive,No,No
949,Varanus indicus,Vertebrate - reptile,Varanus,indicus,"ambon lizard (English), erebachi (Marovo), flower lizard (English), George's island monitor, Indian monitor (English), Indian monitor lizard (English), kalabeck monitor, mangrove monitor (English), Pacific monitor (English), Pazifikwaran (German), regu (R","FW, TR, MR","Marine, Freshwater, Land",RG (08/31/07),Ref002,Invasive,No,Yes
950,Urosalpinx cinerea,Invertebrate - Mollusc,Urosalpinx,cinerea,"American oyster drill, American tingle, American whelk tingle",MR,Marine,RG (09/01/07),Ref012,Non-Native,No,Yes
951,Pikea californica,Algae,Pikea,californica,Captain Pike's weed,MR,Marine,RG (09/01/07),Ref012,Non-Native,No,No
952,Clymenella torquata,Invertebrate - Annelid,Clymenella,torquata,"Bamboo worm, tube worm",MR,Marine,RG (09/01/07),Ref012,Non-Native,No,No
953,Eusarsiella zostericola,Invertebrate - Arthropod - Crustacean,Eusarsiella,zostericola,an ostracod (aka Sarsiella zostericola),MR,Marine,RG (09/01/07),Ref012,Non-Native,No,No
954,Hydroides dirampha,Invertebrate - Annelid,Hydroides,diramphra,"Tube worm, serpulid worm",MR,Marine,RG (08/19/07),Ref519,Invasive,No,
955,Hydroides operculatus,Invertebrate - Annelid,Hydroides,operculatus,Serpulid worm,MR,Marine,RG (08/19/07,Ref519,Invasive,No,
956,Erugosquilla massavensis,Invertebrate - Arthropod - Crustacean,Erugosquilla,massavensis,mantis shrimp,MR,Marine,RG (08/20/07),Ref519,Invasive,No,
957,Elasmopus pectenicrus,Invertebrate - Arthropod - Crustacean,Elasmopus,pectenicrus,an amphipod,MR,Marine,RG (08/22/07),Ref519,Invasive,No,
958,Mytilicola orientalis,Invertebrate - Annelid,Mytilicola,orientalis,"Mytilicola disease, Red worm, parasitic copapod",MR,Marine,RG (08/22/07),Ref519,Invasive,No,
959,Penaeus semisulcatus,Invertebrate - Arthropod - Crustacean,Penaeus,semisulcatus,"Penaid shrimp, Green tiger prawn (En), Crevette tigree verte (Fr), Camaron tigre Verde (Sp), flower shrimp, grooved tiger prawn",MR,Marine,RG (08/22/07),Ref519,Invasive,Yes,
960,Tricellaria inopinata,Bryozoan,Tricellaria,inopinata,cellularine bryozoan,MR,Marine,RG (08/22/07),Ref519,Invasive,No,
961,Oncorhynchus kisutch,Vertebrate - fish,Oncorhynchus,kisutch,Coho salmon. Silver salmon. Blueback. Grilse. Hooknose. Hoopid salmon,"FW, MR","Marine, Freshwater",RG (08/23/07),Ref039,Invasive,No,No
962,Pseudobacciger harengulae,Invertebrate - Annelid,Pseudobacciger,harengulae,"Herring parasite, tube worm","FW, MR","Marine, Freshwater",RG (08/25/07),Ref281,Invasive,No,No
998,Asparagopsis armata,Plant,Asparagopsis,armata,Harpoon Weed (aka Falkenbergia rufolanosa),MR,Marine,RG (08/11/07),Ref519,Invasive,No,No
999,Asparagopsis taxiformis,Plant,Asparagopsis,taxiformis,"Rhodophyta, red algae",MR,Marine,RG (08/11/07,Ref519,Invasive,No,No
1000,Desmarestia viridis,Algae,Desmarestia,viridis,Brown algae,MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1001,Grateloupia turuturu,Algae,Grateloupia,turuturu,Red algae,MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1002,Halophila stipulacea,Plant,Halophila,stipulacea,A seagrass,MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1003,Heterosiphonia japonica,Algae,Heterosiphonia,japonica,"Rhodophyta, Red Algae",MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1004,Lophocladia lallemandii,Algae,Lophocladia,lallemandii,"Rhodophyta, red algae",MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1005,Polysiphonia morrowii,Algae,Polysiphonia,morrowii,"Rhodophyta, red algae",MR,Marine,RG (08/12/07),Ref519,Invasive,No,Yes
1006,Stypopodium schimperi,Algae,Stypopodium,schimperi,Brown algae,MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1007,Womersleyella setacea,Algae,Womersleyella,setacea,"Red alga, Red seaweed",MR,Marine,RG (08/12/07),Ref519,Invasive,No,No
1008,Alexandrium catenella,Algae,Alexandrium,catenella,dinoflagellate,MR,Marine,RG (08/13/07),Ref519,Invasive,No,Yes
1009,Asterina burtoni,Invertebrate - Echinoderms,Asterina,burtoni,Sea star,MR,Marine,RG (08/13/07,Ref509,Invasive,No,No
1010,Fistularia commersonii,Vertebrate - fish,Fistularia,commersonii,Bluespotted cornetfish,MR,Marine,RG (08/13/07),Ref509,Invasive,No,No
1011,Sphyraena flavicauda,Vertebrate - fish,Sphyraena,flavicauda,Yellowtail barracuda,MR,Marine,RG (08/13/07),Ref519,Invasive,No,No
1012,Grateloupia filicina var. luxurians,Algae,Grateloupia,filicina var. luxurians,Rhodophyta,MR,Marine,RG (09/01/07),Ref012,Non-Native,No,No
1013,Solieria chordalis,Algae,Solieria,chordalis,"Rhodophyta, Red algae",MR,Marine,RG (09/01/07),Ref012,Non-Native,No,No
1016,Alexandrium tamarense,Algae,Alexandrium,tamarense,"an armoured, marine, planktonic dinoflagellate","FW, MR","Marine, Freshwater",RG (01/06/08),Ref544,Invasive,No,No
1017,Aeromonas salmonicida,Bacterium,Aeromonas,salmonicida,"a bacteria, Furunkulose, byllesyke (NO), Furunkulos (SE)","FW, MR","Marine, Freshwater",RG (10/16/08),Ref767,Non-Indigenous,No,No
