taxon_key,taxon_scientific_name,taxon_common_name
590195,Trochus,Trochus
690177,Saccostrea cuccullata,Hooded oyster
690766,Trochus niloticus,Commercial top
690793,Lambis lambis,Common spider conch
400301,Kuhliidae,Aholeholes
490037,Xanthidae,Xanthidae
490062,Tridacnidae,Giant clams
490125,Tellinidae,Tellin clams
490135,Cypraeidae,Cowrys
490146,Terebridae,Augur shells
590323,Lambis,Spider conches
605807,Monodactylus argenteus,Silver moony
607184,Anomalops katoptron,Splitfin flashlightfish
690763,Tonna perdix,Pacific partridge tun
690789,Hexabranchus sanguineus,Spanish dancer
690821,Calappa hepatica,Box crab
601090,Mugil liza,Lebranche mullet
600870,Carcharhinus galapagensis,Galapagos shark
603565,Eucinostomus gracilis,Graceful mojarra
608220,Porichthys margaritatus,Daisy midshipman
613632,Symphurus atramentatus,Inkspot tonguefish
690393,Squilla biformis,Squilla biformis
690910,Plesionika trispinus,Plesionika trispinus
690433,Litopenaeus occidentalis,Western white shrimp
690909,Cittarium pica,West Indian top shell
600119,Scomberomorus brasiliensis,Serra Spanish mackerel
603656,Clepticus parrae,Creole wrasse
601864,Lethrinus olivaceus,Longface emperor
605992,Parupeneus indicus,Indian goatfish
501116,Etelis,Snappers
400437,Psettodidae,"Turbots, Indian halibuts"
601641,Pellona ditchela,Indian pellona
500551,Plotosus,Eel catfishes
603680,Polydactylus approximans,Blue bobo
608275,Brotula clarkae,Pacific bearded brotula
610430,Diapterus peruvianus,Peruvian mojarra
611002,Cynoscion stolzmanni,Stolzmanns weakfish
613740,Pomadasys panamensis,Panama grunt
613998,Micropogonias altipinnis,Tallfin croaker
614018,Isopisthus remifer,Silver weakfish
614030,Cynoscion reticulatus,Mexican striped weakfish
614084,Stellifer illecebrosus,Silver stardrum
690217,Solenocera agassizii,Kolibri shrimp
601171,Cynoscion jamaicensis,Jamaica weakfish
614015,Larimus acclivis,Steeplined drum
690694,Nematopalaemon schmitti,Whitebelly prawn
604747,Acanthurus nigricauda,Epaulette surgeonfish
605604,Cheilinus undulatus,Humphead wrasse
605806,Kyphosus vaigiensis,Brassy chub
605988,Parupeneus trifasciatus,Doublebar goatfish
605990,Parupeneus cyclostomus,Goldsaddle goatfish
606440,Epinephelus coeruleopunctatus,Whitespotted grouper
607348,Epinephelus howlandi,Blacksaddle grouper
608097,Chlorurus microrhinos,Steephead parrotfish
608273,Bollmannia chlamydes,Gobido cabezon
601853,Lethrinus amboinensis,Ambon emperor
500242,Scarus,Parrots
604973,Scarus dimidiatus,Yellowbarred parrotfish
605539,Hipposcarus longiceps,Pacific longnose parrotfish
605551,Scarus oviceps,Darkcapped parrotfish
605603,Cheilinus trilobatus,Tripletail wrasse
606473,Epinephelus polyphekadion,Camouflage grouper
601166,Bairdiella ronchus,Ground croaker
612925,Porichthys porosissimus,Toadfish
590051,Strombus,Stromboid conchs
613178,Dasyatis longa,Longtail stingray
690168,Parapenaeopsis atlantica,Guinea shrimp
600949,Notarius grandicassis,Thomas sea catfish
600952,Sciades parkeri,Gillbacker sea catfish
600954,Amphiarius phrygiatus,Kukwari sea catfish
601168,Ctenosciaena gracilicirrhus,Barbel drum
600417,Macrodon ancylodon,King weakfish
600958,Bagre bagre,Coco sea catfish
601142,Haemulon steindachneri,Cherechere grunt
601169,Cynoscion acoupa,Acoupa weakfish
601178,Cynoscion virescens,Green weakfish
601184,Nebris microps,Smalleye croaker
601655,Odontognathus mucronatus,Guiana longfin herring
501441,Himantura,Whiprays
590094,Parapenaeopsis,Leafy-legged shrimps
604462,Gazza minuta,Toothpony
690216,Solenocera crassicornis,Coastal mud shrimp
500508,Cheilinus,Wrasses
601848,Lethrinus rubrioperculatus,Spotcheek emperor
604826,Plectropomus leopardus,Leopard coralgrouper
601180,Larimus breviceps,Shorthead drum
607530,Trichopsetta caribbaea,Caribbean flounder
601510,Sardinella lemuru,Bali sardinella
600918,Caesio caerulaurea,Blue and gold fusilier
601130,Haemulon boschmae,Bronzestripe grunt
600140,Rhinobatos percellens,Chola guitarfish
606444,Cephalopholis boenak,Chocolate hind
400350,Pomacentridae,Damselfishes
600187,Macolor niger,Black and white snapper
590139,Paphia,Indo-Pacific venus clams
601478,Harengula clupeola,False herring
601009,Trachinotus cayennensis,Cayenne pompano
601389,Sarotherodon galilaeus,Mango tilapia
601536,Pellonula leonensis,Smalltoothed pellonula
603837,Bathygobius soporator,Frillfin goby
604641,Dentex congoensis,Congo dentex
604698,Scatophagus argus,Spotted scat
502582,Hyporhamphus,Sea garfishes
600327,Merluccius polli,Benguela hake
604504,Psettodes belcheri,Spottail spiny turbot
590157,Stichopus,Boxed sea cucumbers
605000,Pentheroscion mbizi,Mbizi croaker
600538,Anchoa spinifer,Spicule anchovy
509206,Abudefduf,Sergeants
502790,Menticirrhus,Kingcroakers
607535,Genyatremus luteus,Torroto grunt
600955,Sciades proops,Crucifix sea catfish
601248,Dasyatis guttata,Longnose stingray
601078,Lophius gastrophysus,Blackfin goosefish
612081,Plagioscion surinamensis,Pacora
601505,Sardinella brasiliensis,Brazilian sardinella
652918,Cynoscion guatucupa,Stripped weakfish
601643,Pellona harroweri,American coastal pellona
600369,Trachurus lathami,Rough scad
601173,Cynoscion leiarchus,Smooth weakfish
601179,Isopisthus parvipinnis,Bigtooth corvina
603275,Fistularia tabacaria,Cornetfish
603517,Cookeolus japonicus,Longfinned bullseye
601187,Paralonchurus brasiliensis,Banded croaker
690105,Callinectes danae,Dana's swimming crab
690374,Perna perna,South American rock mussel
601196,Stellifer rastrifer,Rake stardrum
600948,Sciades couma,Couma sea catfish
600956,Aspistor quadriscutis,Bressou sea catfish
690336,Panulirus regius,Royal spiny lobster
600299,Conger orbignianus,Argentine conger
601163,Anchoa nasus,Longnose anchovy
601937,Chloroscombrus orqueta,Pacific bumper
603599,Chaetodipterus zonatus,Pacific spadefish
608289,Fistularia corneta,Pacific cornetfish
690900,Protrachypene precipua,Titi shrimp
590160,Pinctada,Mother of pearl oysters
600004,Engraulis ringens,Anchoveta
600367,Trachurus murphyi,Chilean jack mackerel
600352,Paralabrax humeralis,Peruvian rock seabass
600397,Isacia conceptionis,Cabinza grunt
600403,Cynoscion analis,Peruvian weakfish
600424,Paralonchurus peruanus,Peruvian banded croaker
601593,Ethmidium maculatum,Pacific menhaden
690303,Argopecten purpuratus,Peruvian calico scallop
600324,Merluccius gayi gayi,South Pacific hake
604451,Leiognathus equulus,Common ponyfish
604706,Plotosus lineatus,Striped eel catfish
605388,Echidna nebulosa,Snowflake moray
605801,Gerres oblongus,Slender silverbiddy
690806,Sepia latimanus,Broadclub cuttlefish
690906,Octopus cyanea,Big blue octopus
608172,Odontesthes regia,Chilean silverside
690127,Concholepas concholepas,False abalone
605382,Trachurus capensis,Cape horse mackerel
614063,Mullus argentinae,Argentine goatfish
600555,Encrasicholina devisi,Devis anchovy
600569,Stolephorus indicus,Indian anchovy
600578,Stolephorus waitei,Spotty face anchovy
502095,Spratelloides,Round herrings
604923,Epinephelus merra,Honeycomb grouper
606478,Variola albimarginata,White-edged lyretail
606630,Abudefduf vaigiensis,Indo-Pacific sergeant
607309,Myripristis violacea,Lattice soldierfish
690767,Turbo setosus,Rough turban
690786,Eriphia sebana,Smooth redeyed crab
690794,Lambis truncata,Giant spider conch
690809,Strombus luhuanus,Strawberry conch
626675,Cilus gilberti,Corvina drum
602005,Antimora rostrata,Blue antimora
600461,Cheilodactylus variegatus,Peruvian morwong
606021,Naso brevirostris,Spotted unicornfish
500480,Naso,Unicornfishes
601262,Ctenochaetus striatus,Striated surgeonfish
500391,Lampris,Opahs
600135,Scomberomorus semifasciatus,Broadbarred king mackerel
601406,Lutjanus erythropterus,Crimson snapper
601834,Gymnocranius grandoculis,Bluelined largeeye bream
606457,Cromileptes altivelis,Humpback grouper
600386,Parona signata,Parona leatherjacket
400595,Centriscidae,"Snipefishes, shrimpfishes"
602012,Halargyreus johnsonii,Slender codling
500442,Cephalopholis,Hinds
601854,Lethrinus atkinsoni,Pacific yellowtail emperor
605656,Ellochelon vaigiensis,Squaretail mullet
606366,Plectorhinchus gibbosus,Harry hotlips
690805,Portunus sanguinolentus,Three-spot swimming crab
603255,Zenopsis nebulosa,Mirror dory
690194,Haliporoides sibogae,Jackknife shrimp
600145,Thunnus maccoyii,Southern bluefin tuna
502996,Acanthocybium,Wahoos
605348,Epinephelus fasciatus,Blacktip grouper
503456,Parupeneus,Parupeneid goatfishes
300003,Chimaeriformes,Chimaeras
501464,Pristiophorus,Sawsharks
600372,Trachurus declivis,Greenback horse mackerel
605736,Sphyraena novaehollandiae,Australian barracuda
602531,Notorynchus cepedianus,Broadnose sevengill shark
590079,Metanephrops,Scampi
690215,Haliporoides triarthrus,Knife shrimp
502004,Seriolella,"Warehous, butterfishes"
601828,Merluccius capensis,Shallow-water Cape hake
612357,Pentaceros decacanthus,Bigspined boarfish
690120,Metapenaeus endeavouri,Endeavour shrimp
601832,Gnathodentex aureolineatus,Striped large-eye bream
490134,Conidae,Cone shells
600191,Paracaesio kusakarii,Saddle-back snapper
490109,Pteriidae,Pearl oysters
490142,Neritidae,Nerites snails
690801,Panulirus penicillatus,Pronghorn spiny lobster
690802,Panulirus versicolor,Painted spiny lobster
690882,Parribacus caledonicus,Caledonian mitten lobster
690804,Pinna bicolor,Bicolor pen shell
600202,Pristipomoides flavipinnis,Golden eye jobfish
600193,Paracaesio stonei,Cocoa snapper
600199,Pristipomoides argyrogrammicus,Ornate jobfish
604457,Siganus spinus,Little spinefoot
605790,Kuhlia mugil,Barred flagtail
606369,Plectorhinchus vittatus,Indian Ocean oriental sweetlips
606454,Cephalopholis sonnerati,Tomato hind
606456,Cephalopholis urodeta,Darkfin hind
606660,Epinephelus hexagonatus,Starspotted grouper
607641,Bothus mancus,Flowery flounder
610256,Lophius vomerinus,Devil anglerfish
600490,Thyrsitops lepidopoides,White snake mackerel
507028,Mulloidichthys,Soft goatfishes
604360,Leptoscarus vaigiensis,Marbled parrotfish
509309,Sargocentron,Squirrelfishes
600465,Percophis brasiliensis,Brazilian flathead
603246,Corniger spinosus,Spinycheek soldierfish
608069,Diplodus sargus helenae ,St. Helena white seabream
690081,Aulacomya ater,Chilean ribbed mussel
605504,Chelidonichthys capensis,Cape gurnard
600448,Pterogymnus laniarius,Panga seabream
600527,Austroglossus microlepis,West coast sole
690147,Tridacna gigas,Giant clam
590137,Mulinia,Taquilla clams
600484,Genypterus maculatus,Black cuskeel
604313,Normanichthys crockeri,Mote sculpin
612909,Aplodactylus punctatus,Aplodactylus punctatus
612917,Prolatilus jugularis,Pacific sandperch
612942,Pinguipes chilensis,Chilean sandperch
654793,Brama australis,Southern rays bream
690075,Ostrea chilensis,Chilean flat oyster
690078,Loxechinus albus,Chilean sea urchin
690230,Mesodesma donacium,Macha clam
690296,Doryteuthis gahi,Patagonian squid
690322,Pyura chilensis,Red sea squirt
690609,Haliporoides diomedeae,Chilean knife shrimp
690624,Pleuroncodes monodon,Squat Lobster
690677,Semele solida,Chilean semele
502417,Genypterus,Genypterid cuskeels
601661,Engraulis capensis,Southern African anchovy
501550,Lithognathus,Steenbrases
607609,Atlantoraja cyclophora,Eyespot skate
600482,Genypterus blacodes,Pink cusk-eel
690338,Farfantepenaeus paulensis,Sao Paulo shrimp
604625,Siganus lineatus,Goldenlined spinefoot
600489,Thyrsites atun,Snoek
690069,Jasus lalandii,Cape rock lobster
600508,Pterygotrigla polyommata,Latchet
690039,Panulirus cygnus,Australian spiny lobster
600311,Urophycis brasiliensis,Brazilian codling
601825,Macruronus novaezelandiae,Blue grenadier
600420,Atractoscion aequidens,Geelbeck croaker
600413,Umbrina canosai,Argentine croaker
601659,Engraulis anchoita,Argentine anchovy
690024,Artemesia longinaris,Argentine stiletto shrimp
690082,Choromytilus chorus,Choro mussel
400371,Pinguipedidae,Sandperches
600460,Nemadactylus bergi,Castaneta
690022,Pleoticus muelleri,Argentine red shrimp
600485,Genypterus capensis,Kingklip
400339,Kyphosidae,"Sea chubs, knifefishes, niblers"
607151,Pseudocyttus maculatus,Smooth oreo dory
690076,Mytilus chilensis,Chilean mussel
608490,Rexea solandri,Silver gemfish
609146,Neocyttus rhomboidalis,Spiky oreo
600392,Arripis georgianus,Ruff
608173,Girella tricuspidata,Parore
610676,Cyttus traversi,King dory
502617,Hyperoglyphe,"Warehous, barrelfishes"
600288,Galeichthys feliceps,White barbel
605531,Cymatoceps nasutus,Black musselcracker
690253,Palinurus delagoae,Natal spiny lobster
501548,Chrysoblephus,Golden seabreams
600325,Merluccius hubbsi,Argentine hake
501523,Nemadactylus,Porae
605048,Arripis trutta,Australian salmon
610106,Nemadactylus macropterus,Tarakihi
614129,Centroberyx affinis,Redfish
612919,Seriolella caerulea,White warehou
690077,Heterocarpus reedi,Chilean nylon shrimp
690205,Jasus frontalis,Juan Fernandez rock lobster
605937,Mustelus schmitti,Narrownose smoothhound
400356,Latridae,Trumpeters
400167,Myctophidae,Lanternfishes
600350,Polyprion oxygeneios,Hapuka
600496,Hyperoglyphe antarctica,Bluenose warehou
690161,Sagmariasus verreauxi,Green rock lobster
690430,Nototodarus sloanii,Wellington flying squid
600167,Callorhinchus capensis,Cape elephantfish
600395,Emmelichthys nitidus nitidus,Cape bonnetmouth
600449,Rhabdosargus globiceps,White stumpnose
600528,Austroglossus pectoralis,Mud sole
601456,Etrumeus whiteheadi,Whiteheads round herring
690302,Haliotis midae,Perlemoen abalone
690381,Palinurus gilchristi,Southern spiny lobster
606468,Epinephelus lanceolatus,Giant grouper
601590,Brevoortia pectinata,Argentine menhaden
690023,Illex argentinus,Argentine shortfin squid
601530,Clupea bentincki,Araucanian herring
690606,Cervimunida johni,Carrot squat lobster
605948,Triakis megalopterus,Sharptooth houndshark
690321,Jasus edwardsii,Red rock lobster
614575,Cyttus novaezealandiae,New Zealand dory
608483,Lepidorhynchus denticulatus,Thorntooth grenadier
614266,Notopogon lilliei,Crested bellowfish
690256,Ostrea lutaria,New Zealand dredge oyster
690259,Pecten novaezelandiae,New Zealand scallop
603611,Pseudopentaceros richardsoni,Pelagic armorhead
690049,Haliotis rubra,Blacklip abalone
600443,Argyrozona argyrozona,Carpenter seabream
503128,Rhombosolea,Rhombosolid flounders
400250,Oreosomatidae,Oreos
612930,Stromateus brasiliensis,Southwest Atlantic butterfish
650136,Pseudopercis semifasciata,Argentinian sandperch
650857,Rioraja agassizii,Rio skate
654031,Sympterygia bonapartii,Smallnose fanskate
400024,Callorhinchidae,Plownose chimaeras
600407,Cynoscion striatus,Striped weakfish
601587,Brevoortia aurea,Brazilian menhaden
690332,Mytilus platensis,River Plata mussel
604722,Callorhinchus milii,Ghost shark
612918,Seriolella brama,Common warehou
612922,Seriolella punctata,Silver warehou
690692,Chione stutchburyi,Stutchbury's venus
651636,Zearaja chilensis,Yellownose skate
400382,Nototheniidae,Cod icefishes
600351,Acanthistius brasilianus,Argentine seabass
600727,Squatina argentina,Argentine angelshark
612354,Paristiopterus labiosus,Giant boarfish
600091,Allothunnus fallai,Slender tuna
690688,Paphies australis,Pipi wedge clam
602020,Pseudophycis bachus,Red codling
614354,Lepidoperca pulchella,Orange perch
606957,Diastobranchus capensis,Basketwork eel
612288,Plagiogeneion rubiginosum,Rubyfish
612920,Kathetostoma giganteum,Giant stargazer
613139,Meuschenia scaber,Velvet leatherjacket
613144,Zearaja nasuta,New Zealand rough skate
613145,Dipturus innominatus,New Zealand smooth skate
613146,Hydrolagus novaezealandiae,Dark ghost shark
614242,Centriscops humerosus,Banded yellowfish
623878,Eptatretus cirrhatus,Broadgilled hagfish
690257,Metanephrops challengeri,New Zealand lobster
600464,Parapercis colias,New Zealand blue cod
600663,Centroscymnus crepidater,Longnose velvet dogfish
600797,Cephaloscyllium isabellum,Draughtsboard shark
605933,Mustelus lenticulatus,Spotted estuary smooth-hound
690901,Chaceon notialis,Red crab
