am_sid,iucn_sid,sciname,map_iucn_sid,map_subpop,spp_group,spatial_source
Fis-34804,NA,Eustomias dendriticus,NA,NA,NA,am
Fis-34829,NA,Melanostomias niger,NA,NA,NA,am
Fis-34831,NA,Howella brodiei,NA,NA,NA,am
Fis-28224,NA,Caristius macropus,NA,NA,NA,am
Fis-35069,NA,Nansenia candida,NA,NA,NA,am
Fis-35216,NA,Luciobrotula bartschi,NA,NA,NA,am
Fis-147731,NA,Lipolagus ochotensis,NA,NA,NA,am
Fis-35242,NA,Melamphaes acanthomus,NA,NA,NA,am
Fis-35470,NA,Myoxocephalus stelleri,NA,NA,NA,am
Fis-28931,NA,Bathycongrus varidens,NA,NA,NA,am
Fis-29256,NA,Gibberichthys latifrons,NA,NA,NA,am
Fis-47542,NA,Astronesthes fedorovi,NA,NA,NA,am
Fis-47774,NA,Hoplostethus mento,NA,NA,NA,am
Fis-49870,NA,Melamphaes lugubris,NA,NA,NA,am
Fis-50075,NA,Stemonosudis macrura,NA,NA,NA,am
Fis-50089,NA,Diaphus jenseni,NA,NA,NA,am
Fis-50127,NA,Diaphus parri,NA,NA,NA,am
Fis-143470,NA,Solocisquama stellulata,NA,NA,NA,am
Fis-50295,NA,Parataeniophorus brevis,NA,NA,NA,am
Fis-167420,NA,Caristius fasciatus,NA,NA,NA,am
Fis-50433,NA,Danaphryne nigrifilis,NA,NA,NA,am
Fis-50631,NA,Linophryne coronata,NA,NA,NA,am
Fis-51602,NA,Stenobrachius nannochir,NA,NA,NA,am
Fis-52195,NA,Notacanthus abbotti,NA,NA,NA,am
Fis-52352,NA,Ichthyococcus elongatus,NA,NA,NA,am
Fis-52688,NA,Opostomias mitsuii,NA,NA,NA,am
Fis-52868,NA,Protomyctophum thompsoni,NA,NA,NA,am
Fis-52885,NA,Tarletonbeania taylori,NA,NA,NA,am
Fis-52893,NA,Lampadena yaquinae,NA,NA,NA,am
Fis-52894,NA,Lampanyctus acanthurus,NA,NA,NA,am
Fis-52940,NA,Lestidiops sphyraenopsis,NA,NA,NA,am
Fis-53166,NA,Lepidion inosimae,NA,NA,NA,am
Fis-53240,NA,Malthopsis mitrigera,NA,NA,NA,am
Fis-53392,NA,Oneirodes bulbosus,NA,NA,NA,am
Fis-53393,NA,Oneirodes thompsoni,NA,NA,NA,am
Fis-53394,NA,Bertella idiomorpha,NA,NA,NA,am
Fis-53396,NA,Gigantactis perlatus,NA,NA,NA,am
Fis-53397,NA,Gigantactis gargantua,NA,NA,NA,am
Fis-53728,NA,Howella parini,NA,NA,NA,am
Fis-53729,NA,Howella zina,NA,NA,NA,am
Fis-54023,NA,Chrionema chryseres,NA,NA,NA,am
Fis-54370,NA,Opisthocentrus ocellatus,NA,NA,NA,am
Fis-54537,NA,Hemilepidotus gilberti,NA,NA,NA,am
Fis-54551,NA,Icelus canaliculatus,NA,NA,NA,am
Fis-54628,NA,Gymnocanthus detrisus,NA,NA,NA,am
Fis-147792,NA,Percis japonica,NA,NA,NA,am
Fis-54879,NA,Liparis ochotensis,NA,NA,NA,am
Fis-144041,NA,Allocareproctus jordani,NA,NA,NA,am
Fis-54895,NA,Careproctus furcellus,NA,NA,NA,am
Fis-54896,NA,Careproctus cypselurus,NA,NA,NA,am
Fis-54902,NA,Lipariscus nanus,NA,NA,NA,am
Fis-54907,NA,Paraliparis rosaceus,NA,NA,NA,am
Fis-54909,NA,Careproctus colletti,NA,NA,NA,am
Fis-55090,NA,Lepidopsetta bilineata,NA,NA,NA,am
Fis-55519,NA,Serrivomer jesperseni,NA,NA,NA,am
Fis-125842,NA,Coryphaenoides filifer,NA,NA,NA,am
Fis-56163,NA,Bothrocara molle,NA,NA,NA,am
Fis-56185,NA,Lycenchelys jordani,NA,NA,NA,am
Fis-56826,NA,Cetonurus crassiceps,NA,NA,NA,am
Fis-56840,NA,Lycodes brunneofasciatus,NA,NA,NA,am
Fis-57179,NA,Careproctus gilberti,NA,NA,NA,am
Fis-57502,NA,Paraliparis paucidens,NA,NA,NA,am
Fis-57503,NA,Rhinoliparis attenuatus,NA,NA,NA,am
Fis-57505,NA,Osteodiscus cascadiae,NA,NA,NA,am
Fis-57507,NA,Paraliparis cephalus,NA,NA,NA,am
Fis-57512,NA,Careproctus oregonensis,NA,NA,NA,am
Fis-57528,NA,Taranetzella lyoderma,NA,NA,NA,am
Fis-57529,NA,Lycodapus endemoscotus,NA,NA,NA,am
Fis-57574,NA,Cyclothone signata,NA,NA,NA,am
Fis-57663,NA,Benthalbella linguidens,NA,NA,NA,am
Fis-62376,NA,Vinciguerria lucetia,NA,NA,NA,am
Fis-63259,NA,Dysommina rugosa,NA,NA,NA,am
Fis-63650,NA,Careproctus simus,NA,NA,NA,am
Fis-64711,NA,Gigantactis macronema,NA,NA,NA,am
Fis-114098,NA,Bathophilus filifer,NA,NA,NA,am
Fis-114124,NA,Diaphus pacificus,NA,NA,NA,am
Fis-116315,NA,Gymnelus hemifasciatus,NA,NA,NA,am
Fis-116321,NA,Gymnelus popovi,NA,NA,NA,am
Fis-116739,NA,Lycenchelys camchatica,NA,NA,NA,am
Fis-116755,NA,Lycenchelys micropora,NA,NA,NA,am
Fis-116917,NA,Lycenchelys ratmanovi,NA,NA,NA,am
Fis-116935,NA,Lycodapus dermatinus,NA,NA,NA,am
Fis-116939,NA,Lycodapus poecilus,NA,NA,NA,am
Fis-116940,NA,Lycodapus psarostomatus,NA,NA,NA,am
Fis-117115,NA,Pachycara lepinium,NA,NA,NA,am
Fis-124211,NA,Peristedion crustosum,NA,NA,NA,am
Fis-124272,NA,Careproctus spectrum,NA,NA,NA,am
Fis-124273,NA,Careproctus ostentum,NA,NA,NA,am
Fis-124274,NA,Paraliparis holomelas,NA,NA,NA,am
Fis-124275,NA,Paraliparis ulochir,NA,NA,NA,am
Fis-124276,NA,Rhinoliparis barbulifer,NA,NA,NA,am
Fis-124280,NA,Careproctus ectenes,NA,NA,NA,am
Fis-124376,NA,Lasiognathus beebei,NA,NA,NA,am
Fis-124381,NA,Careproctus phasma,NA,NA,NA,am
Fis-149783,NA,Malacocottus aleuticus,NA,NA,NA,am
Fis-125600,NA,Elassodiscus tremebundus,NA,NA,NA,am
Fis-125615,NA,Liparis bristolensis,NA,NA,NA,am
Fis-125622,NA,Careproctus longifilis,NA,NA,NA,am
Fis-125639,NA,Elassodiscus caudatus,NA,NA,NA,am
Fis-125642,NA,Paraliparis dactylosus,NA,NA,NA,am
Fis-125662,NA,Careproctus filamentosus,NA,NA,NA,am
Fis-125665,NA,Paraliparis pectoralis,NA,NA,NA,am
Fis-127016,NA,Trachonurus sentipellis,NA,NA,NA,am
Fis-131936,NA,Bassozetus zenkevitchi,NA,NA,NA,am
Fis-132010,NA,Bathyonus caudalis,NA,NA,NA,am
Fis-132018,NA,Eretmichthys pinnatus,NA,NA,NA,am
Fis-132037,NA,Melamphaes janae,NA,NA,NA,am
Fis-132060,NA,Cryptacanthodes giganteus,NA,NA,NA,am
Fis-132442,NA,Halosaurus radiatus,NA,NA,NA,am
Fis-132487,NA,Lampanyctus omostigma,NA,NA,NA,am
Fis-132763,NA,Laemonema gracillipes,NA,NA,NA,am
Fis-132808,NA,Holtbyrnia latifrons,NA,NA,NA,am
Fis-134163,NA,Melamphaes indicus,NA,NA,NA,am
Fis-134188,NA,Cyttomimus stelgis,NA,NA,NA,am
Fis-134463,NA,Cataetyx simus,NA,NA,NA,am
Fis-134593,NA,Halieutopsis bathyoreos,NA,NA,NA,am
Fis-138079,NA,Dicrolene filamentosa,NA,NA,NA,am
Fis-138158,NA,Saccogaster tuberculata,NA,NA,NA,am
Fis-139428,NA,Saccopharynx lavenbergi,NA,NA,NA,am
Fis-139548,NA,Evermannella ahlstromi,NA,NA,NA,am
Fis-141387,NA,Hymenocephalus aterrimus,NA,NA,NA,am
Fis-142473,NA,Bolinia euryptera,NA,NA,NA,am
Fis-143534,NA,Dibranchus hystrix,NA,NA,NA,am
Fis-143552,NA,Dibranchus spinosus,NA,NA,NA,am
Fis-143556,NA,Dibranchus erinaceus,NA,NA,NA,am
Fis-143560,NA,Dibranchus nudivomer,NA,NA,NA,am
Fis-143735,NA,Facciolella equatorialis,NA,NA,NA,am
Fis-143868,NA,Himantolophus sagamius,NA,NA,NA,am
Fis-144053,NA,Lepidopsetta polyxystra,NA,NA,NA,am
Fis-144121,NA,Mirorictus taningi,NA,NA,NA,am
Fis-144240,NA,Lycenchelys pearcyi,NA,NA,NA,am
Fis-144330,NA,Aphanopus arigato,NA,NA,NA,am
Fis-147633,NA,Scopelosaurus adleri,NA,NA,NA,am
Fis-148363,NA,Anotopterus nikparini,NA,NA,NA,am
Fis-148816,NA,Eumicrotremus asperrimus,NA,NA,NA,am
Fis-149263,NA,Gephyroberyx japonicus,NA,NA,NA,am
Fis-149460,NA,Nannobrachium crypticum,NA,NA,NA,am
Fis-149572,NA,Dolichopteryx parini,NA,NA,NA,am
Fis-156400,NA,Bothrocara nyx,NA,NA,NA,am
Fis-158070,NA,Allocareproctus unangas,NA,NA,NA,am
Fis-160414,NA,Sebastes variabilis,NA,NA,NA,am
Fis-162475,NA,Lycodes beringi,NA,NA,NA,am
Fis-163753,NA,Poromitra curilensis,NA,NA,NA,am
Fis-163919,NA,Malthopsis gigas,NA,NA,NA,am
Fis-164265,NA,Ophichthus tomioi,NA,NA,NA,am
Fis-169054,NA,Sebastes melanostictus,NA,NA,NA,am
Fis-30057,NA,Gobiesox eugrammus,NA,NA,NA,am
Fis-29726,NA,Bathymaster caeruleofasciatus,NA,NA,NA,am
Fis-154605,NA,Lumpenopsis hypochroma,NA,NA,NA,am
Fis-30847,NA,Nautichthys robustus,NA,NA,NA,am
Fis-32329,NA,Argyripnus ephippiatus,NA,NA,NA,am
Fis-33134,NA,Halosaurus attenuatus,NA,NA,NA,am
Fis-158249,NA,Chaunacops coloratus,NA,NA,NA,am
Fis-34791,NA,Bathophilus irregularis,NA,NA,NA,am
Fis-35980,NA,Cetichthys parini,NA,NA,NA,am
Fis-49907,NA,Derepodichthys alepidotus,NA,NA,NA,am
Fis-50608,NA,Rhynchactis leptonema,NA,NA,NA,am
Fis-50627,NA,Linophryne arcturi,NA,NA,NA,am
Fis-52571,NA,Holcomycteronus digittatus,NA,NA,NA,am
Fis-53189,NA,Physiculus rhodopinnis,NA,NA,NA,am
Fis-53296,NA,Nezumia burragei,NA,NA,NA,am
Fis-53631,NA,Lophotus capellei,NA,NA,NA,am
Fis-54429,NA,Lycenchelys rassi,NA,NA,NA,am
Fis-168350,NA,Scalicus hians,NA,NA,NA,am
Fis-154822,NA,Careproctus ovigerus,NA,NA,NA,am
Fis-57501,NA,Paraliparis latifrons,NA,NA,NA,am
Fis-57510,NA,Acantholiparis opercularis,NA,NA,NA,am
Fis-61169,NA,Paraliparis meridionalis,NA,NA,NA,am
Fis-62571,NA,Brephostoma carpenteri,NA,NA,NA,am
Fis-63956,NA,Centrodraco rubellus,NA,NA,NA,am
Fis-116910,NA,Lycenchelys porifer,NA,NA,NA,am
Fis-117113,NA,Pachycara gymninium,NA,NA,NA,am
Fis-117130,NA,Pachycara suspectum,NA,NA,NA,am
Fis-123121,NA,Chlorophthalmus mento,NA,NA,NA,am
Fis-125628,NA,Careproctus microstomus,NA,NA,NA,am
Fis-125693,NA,Acantholiparis caecus,NA,NA,NA,am
Fis-125726,NA,Paraliparis mento,NA,NA,NA,am
Fis-126951,NA,Pseudocetonurus septifer,NA,NA,NA,am
Fis-127585,NA,Grammatonotus macrophthalmus,NA,NA,NA,am
Fis-128093,NA,Gigantactis microdontis,NA,NA,NA,am
Fis-128094,NA,Gigantactis savagei,NA,NA,NA,am
Fis-131323,NA,Ophichthus tetratrema,NA,NA,NA,am
Fis-132064,NA,Leptobrotula breviventralis,NA,NA,NA,am
Fis-132076,NA,Monomitopus torvus,NA,NA,NA,am
Fis-132167,NA,Bassozetus nasus,NA,NA,NA,am
Fis-132490,NA,Parvilux boschmai,NA,NA,NA,am
Fis-133346,NA,Ilyophis arx,NA,NA,NA,am
Fis-133521,NA,Diplacanthopoma jordani,NA,NA,NA,am
Fis-134197,NA,Ctenochirichthys longimanus,NA,NA,NA,am
Fis-134472,NA,Stethopristes eos,NA,NA,NA,am
Fis-138067,NA,Brotulotaenia nielseni,NA,NA,NA,am
Fis-138121,NA,Porogadus atripectus,NA,NA,NA,am
Fis-138122,NA,Porogadus longiceps,NA,NA,NA,am
Fis-138174,NA,Barathronus pacificus,NA,NA,NA,am
Fis-138189,NA,Pseudonus acutus,NA,NA,NA,am
Fis-139317,NA,Ataxolepis henactis,NA,NA,NA,am
Fis-139596,NA,Typhlonus nasus,NA,NA,NA,am
Fis-149527,NA,Dibranchus spongiosa,NA,NA,NA,am
Fis-143547,NA,Dibranchus sparsus,NA,NA,NA,am
Fis-143865,NA,Himantolophus nigricornis,NA,NA,NA,am
Fis-143917,NA,Paraliparis albescens,NA,NA,NA,am
Fis-144103,NA,Alepocephalus asperifrons,NA,NA,NA,am
Fis-144113,NA,Alepocephalus fundulus,NA,NA,NA,am
Fis-144234,NA,Lycenchelys callista,NA,NA,NA,am
Fis-144237,NA,Lycenchelys folletti,NA,NA,NA,am
Fis-144485,NA,Diplophos pacificus,NA,NA,NA,am
Fis-144500,NA,Sladenia remiger,NA,NA,NA,am
Fis-144517,NA,Tyrannophryne pugnax,NA,NA,NA,am
Fis-144631,NA,Acentrophryne longidens,NA,NA,NA,am
Fis-144634,NA,Linophryne macrodon,NA,NA,NA,am
Fis-145111,NA,Synchiropus kinmeiensis,NA,NA,NA,am
Fis-145426,NA,Oneirodes basili,NA,NA,NA,am
Fis-145427,NA,Oneirodes dicromischus,NA,NA,NA,am
Fis-145434,NA,Oneirodes rosenblatti,NA,NA,NA,am
Fis-146042,NA,Psednos mexicanus,NA,NA,NA,am
Fis-146046,NA,Psednos cathetostomus,NA,NA,NA,am
Fis-146367,NA,Paraliparis nassarum,NA,NA,NA,am
Fis-147612,NA,Bathycongrus aequoreus,NA,NA,NA,am
Fis-149478,NA,Triphoturus oculeum,NA,NA,NA,am
Fis-149809,NA,Yarrella argenteola,NA,NA,NA,am
Fis-152016,NA,Oneirodes pietschi,NA,NA,NA,am
Fis-159261,NA,Halieutopsis margaretae,NA,NA,NA,am
Fis-163771,NA,Poromitra rugosa,NA,NA,NA,am
Fis-164375,NA,Luciobrotula coheni,NA,NA,NA,am
W-Pho-128549,NA,Phoronis muelleri,NA,NA,NA,am
W-Msc-140170,NA,Lacuna vincta,NA,NA,NA,am
W-Msc-139557,NA,Diaphana minuta,NA,NA,NA,am
W-Msc-141134,NA,Retusa obtusa,NA,NA,NA,am
W-Msc-140223,NA,Limacina helicina,NA,NA,NA,am
W-Msc-139033,NA,Clio pyramidata,NA,NA,NA,am
W-Msc-140627,NA,Acanthodoris pilosa,NA,NA,NA,am
W-Msc-140640,NA,Onchidoris muricata,NA,NA,NA,am
W-Msc-139178,NA,Clione limacina,NA,NA,NA,am
W-Msc-139523,NA,Dendronotus frondosus,NA,NA,NA,am
W-Msc-138709,NA,Aeolidia papillosa,NA,NA,NA,am
ITS-551549,NA,Gennadas tinayrei,NA,NA,NA,am
ITS-93329,NA,Ampelisca abdita,NA,NA,NA,am
ITS-93332,NA,Ampelisca agassizi,NA,NA,NA,am
ITS-94295,NA,Hippomedon denticulatus,NA,NA,NA,am
ITS-95442,NA,Phtisica marina,NA,NA,NA,am
ITS-96215,NA,Leander tenuicornis,NA,NA,NA,am
ITS-97020,NA,Plesionika martia,NA,NA,NA,am
ITS-95923,NA,Sergestes atlanticus,NA,NA,NA,am
ITS-96028,NA,Sicyonia brevirostris,NA,NA,NA,am
ITS-96056,NA,Aristaeomorpha foliacea,NA,NA,NA,am
ITS-96083,NA,Bentheogennema intermedia,NA,NA,NA,am
ITS-96097,NA,Gennadas bouvieri,NA,NA,NA,am
ITS-96099,NA,Gennadas capensis,NA,NA,NA,am
ITS-96102,NA,Gennadas scutatus,NA,NA,NA,am
ITS-96117,NA,Acanthephyra curtirostris,NA,NA,NA,am
ITS-96139,NA,Systellaspis debilis,NA,NA,NA,am
ITS-96142,NA,Oplophorus gracilirostris,NA,NA,NA,am
ITS-96145,NA,Oplophorus spinosus,NA,NA,NA,am
ITS-97298,NA,Stenopus hispidus,NA,NA,NA,am
ITS-97935,NA,Paralithodes camtschaticus,NA,NA,NA,am
W-Bch-107379,NA,Callinectes sapidus,NA,NA,NA,am
W-Bch-442171,NA,Oregonia gracilis,NA,NA,NA,am
W-Bch-107315,NA,Chionoecetes opilio,NA,NA,NA,am
WBD-Eup-35,NA,Euphausia pacifica,NA,NA,NA,am
WBD-Eup-85,NA,Thysanoessa spinifera,NA,NA,NA,am
ITS-89606,NA,Balanus crenatus,NA,NA,NA,am
W-Pol-130639,NA,Eulalia viridis,NA,NA,NA,am
W-Pol-131143,NA,Polydora cornuta,NA,NA,NA,am
W-Pol-129938,NA,Aphelochaeta marioni,NA,NA,NA,am
W-Pol-130248,NA,Lumbrineris latreilli,NA,NA,NA,am
W-Pol-130603,NA,Pholoe minuta,NA,NA,NA,am
W-Pol-130072,NA,Marphysa bellii,NA,NA,NA,am
W-Pol-130703,NA,Sigambra tentaculata,NA,NA,NA,am
W-Pol-157583,NA,Syllis cornuta,NA,NA,NA,am
W-Pol-131290,NA,Eusyllis blomstrandi,NA,NA,NA,am
W-Pol-130467,NA,Nothria conchylega,NA,NA,NA,am
W-Pol-131573,NA,Terebellides stroemii,NA,NA,NA,am
W-Pol-131574,NA,Trichobranchus glacialis,NA,NA,NA,am
W-Pol-130344,NA,Aglaophamus malmgreni,NA,NA,NA,am
W-Pol-130140,NA,Goniada maculata,NA,NA,NA,am
W-Pol-130041,NA,Protodorvillea kefersteini,NA,NA,NA,am
W-Pol-131128,NA,Laonice cirrata,NA,NA,NA,am
W-Pol-131140,NA,Paraprionospio pinnata,NA,NA,NA,am
W-Pol-131183,NA,Spio filicornis,NA,NA,NA,am
W-Pol-131499,NA,Loimia medusa,NA,NA,NA,am
W-Pol-130113,NA,Pherusa plumosa,NA,NA,NA,am
W-Pol-130980,NA,Scalibregma inflatum,NA,NA,NA,am
W-Pol-130500,NA,Ophelina acuminata,NA,NA,NA,am
W-Pol-129876,NA,Capitella capitata,NA,NA,NA,am
W-Pol-129884,NA,Heteromastus filiformis,NA,NA,NA,am
W-Pol-129898,NA,Notomastus latericeus,NA,NA,NA,am
W-Pol-130305,NA,Maldane sarsi,NA,NA,NA,am
W-Pol-131051,NA,Serpula vermicularis,NA,NA,NA,am
W-Pol-129784,NA,Amphicteis gunneri,NA,NA,NA,am
Hex-5236,NA,Metridium senile,NA,NA,NA,am
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,am
W-Hyd-117906,NA,Sertularella polyzonias,NA,NA,NA,am
W-Hyd-117386,NA,Obelia dichotoma,NA,NA,NA,am
W-Hyd-117388,NA,Obelia geniculata,NA,NA,NA,am
W-Hyd-117368,NA,Clytia hemisphaerica,NA,NA,NA,am
W-Hyd-117702,NA,Lafoea dumosa,NA,NA,NA,am
W-Hyd-117824,NA,Plumularia setacea,NA,NA,NA,am
URM-Cn-10261,NA,Aurelia aurita,NA,NA,NA,am
W-Hyd-135426,NA,Lensia conoidea,NA,NA,NA,am
URM-Cn-10098,NA,Atolla wyvillei,NA,NA,NA,am
W-Oct-128517,NA,Pennatula phosphorea,NA,NA,NA,am
W-Oct-290947,NA,Ptilosarcus gurneyi,NA,NA,NA,am
URM-Cn-5912,NA,Madrepora oculata,NA,NA,NA,am
URM-Cn-5160,NA,Desmophyllum dianthus,NA,NA,NA,am
URM-Cn-5177,NA,Lophelia pertusa,NA,NA,NA,am
W-Msc-156916,NA,Nucula proxima,NA,NA,NA,am
W-Msc-141579,NA,Macoma balthica,NA,NA,NA,am
W-Msc-140702,NA,Delectopecten vitreus,NA,NA,NA,am
W-Msc-140480,NA,Mytilus edulis,NA,NA,NA,am
W-Msc-140481,NA,Mytilus galloprovincialis,NA,NA,NA,am
W-Msc-140440,NA,Crenella decussata,NA,NA,NA,am
W-Msc-140474,NA,Musculus niger,NA,NA,NA,am
W-Msc-140467,NA,Modiolus modiolus,NA,NA,NA,am
W-Msc-140431,NA,Mya truncata,NA,NA,NA,am
W-Msc-141662,NA,Thyasira flexuosa,NA,NA,NA,am
W-Msc-140732,NA,Ensis directus,NA,NA,NA,am
W-Ase-124154,NA,Crossaster papposus,NA,NA,NA,am
W-Ase-123915,NA,Ctenodiscus crispatus,NA,NA,NA,am
W-Oph-125125,NA,Ophiopholis aculeata,NA,NA,NA,am
W-Msc-140103,NA,Hiatella arctica,NA,NA,NA,am
W-Ech-158062,NA,Echinarachnius parma,NA,NA,NA,am
W-Ase-124160,NA,Solaster endeca,NA,NA,NA,am
W-Oph-125064,NA,Amphipholis squamata,NA,NA,NA,am
W-Ase-123974,NA,Henricia sanguinolenta,NA,NA,NA,am
W-Ech-124321,NA,Strongylocentrotus droebachiensis,NA,NA,NA,am
W-Por-134275,NA,Suberites carnosus,NA,NA,NA,am
W-Bry-111411,NA,Membranipora membranacea,NA,NA,NA,am
W-Por-134121,NA,Cliona celata,NA,NA,NA,am
URM-2-2126,NA,Didemnum candidum,NA,NA,NA,am
URM-2-1980,NA,Ciona intestinalis,NA,NA,NA,am
URM-2-2291,NA,Diplosoma listerianum,NA,NA,NA,am
URM-2-3412,NA,Molgula manhattensis,NA,NA,NA,am
URM-2-3747,NA,Botryllus schlosseri,NA,NA,NA,am
URM-2-4042,NA,Styela canopus,NA,NA,NA,am
SLB-71681,NA,Walvisteuthis virilis,NA,NA,NA,am
W-Msc-141887,NA,Vampyroteuthis infernalis,NA,NA,NA,am
W-Msc-140197,NA,Leptochiton alveolus,NA,NA,NA,am
W-Msc-140152,NA,Tonicella rubra,NA,NA,NA,am
W-Cha-105445,NA,Pseudosagitta maxima,NA,NA,NA,am
W-Cha-105416,NA,Eukrohnia hamata,NA,NA,NA,am
W-Cha-105440,NA,Parasagitta elegans,NA,NA,NA,am
W-Msc-139106,NA,Chaetoderma nitidulum,NA,NA,NA,am
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,am
W-Pol-131188,NA,Spiophanes kroyeri,NA,NA,NA,am
SLB-138599,NA,Plocamium cartilagineum,NA,NA,NA,am
SLB-133119,NA,Gelidium pusillum,NA,NA,NA,am
SLB-132722,NA,Ulva intestinalis,NA,NA,NA,am
SLB-133812,NA,Chondrus crispus,NA,NA,NA,am
SLB-134854,NA,Chaetomorpha linum,NA,NA,NA,am
SLB-143238,NA,Ulva lactuca,NA,NA,NA,am
W-Pho-128548,NA,Phoronis hippocrepia,NA,NA,NA,am
W-Msc-141821,NA,Margarites helicinus,NA,NA,NA,am
W-Msc-456602,NA,Lottia pelta,NA,NA,NA,am
W-Msc-456582,NA,Acmaea mitra,NA,NA,NA,am
W-Msc-141905,NA,Velutina velutina,NA,NA,NA,am
W-Msc-139035,NA,Creseis virgula,NA,NA,NA,am
W-Msc-139048,NA,Styliola subula,NA,NA,NA,am
W-Msc-215423,NA,Hydatina physis,NA,NA,NA,am
W-Msc-420532,NA,Acteocina candei,NA,NA,NA,am
W-Msc-140629,NA,Adalaria proxima,NA,NA,NA,am
W-Msc-138757,NA,Aplysia parvula,NA,NA,NA,am
ITS-181145,NA,Hepomadus tener,NA,NA,NA,am
ITS-89818,NA,Gnathophausia zoea,NA,NA,NA,am
W-Bch-209568,NA,Lyreidus tridentatus,NA,NA,NA,am
ITS-96593,NA,Gnathophyllum americanum,NA,NA,NA,am
ITS-97195,NA,Aegaeon lacazei,NA,NA,NA,am
ITS-95917,NA,Lucifer typus,NA,NA,NA,am
ITS-96109,NA,Hymenodora glacialis,NA,NA,NA,am
ITS-96121,NA,Acanthephyra stylorostratis,NA,NA,NA,am
ITS-96126,NA,Meningodora mollis,NA,NA,NA,am
ITS-96140,NA,Systellaspis pellucida,NA,NA,NA,am
ITS-96154,NA,Nematocarcinus ensifer,NA,NA,NA,am
ITS-96165,NA,Pasiphaea tarda,NA,NA,NA,am
SLB-9740,NA,Telmessus cheiragonus,NA,NA,NA,am
W-Pol-333453,NA,Exogone dispar,NA,NA,NA,am
W-Pol-129854,NA,Arabella iricolor,NA,NA,NA,am
W-Pol-129922,NA,Spiochaetopterus costarum,NA,NA,NA,am
W-Pol-130118,NA,Glycera capitata,NA,NA,NA,am
W-Pol-131508,NA,Nicolea zostericola,NA,NA,NA,am
W-Pol-131516,NA,Pista cristata,NA,NA,NA,am
W-Pol-131544,NA,Thelepus setosus,NA,NA,NA,am
W-Hyd-117544,NA,Eudendrium capillare,NA,NA,NA,am
W-Hyd-117554,NA,Eudendrium rameum,NA,NA,NA,am
W-Hyd-117328,NA,Bougainvillia muscus,NA,NA,NA,am
W-Hyd-117679,NA,Acryptolaria conferta,NA,NA,NA,am
W-Hyd-157947,NA,Halecium beanii,NA,NA,NA,am
W-Hyd-117970,NA,Modeeria rotunda,NA,NA,NA,am
URM-Cn-10258,NA,Pelagia noctiluca,NA,NA,NA,am
W-Hyd-117263,NA,Aegina citrea,NA,NA,NA,am
W-Hyd-117267,NA,Solmundella bitentaculata,NA,NA,NA,am
W-Hyd-135439,NA,Lensia subtilis,NA,NA,NA,am
W-Hyd-135449,NA,Hippopodius hippopus,NA,NA,NA,am
W-Hyd-135403,NA,Abylopsis tetragona,NA,NA,NA,am
W-Hyd-135484,NA,Agalma elegans,NA,NA,NA,am
W-Oct-128506,NA,Funiculina quadrangularis,NA,NA,NA,am
URM-Cn-5671,NA,Javania cailleti,NA,NA,NA,am
W-Msc-140584,NA,Ennucula tenuis,NA,NA,NA,am
W-Msc-254460,NA,Chlamys rubida,NA,NA,NA,am
W-Msc-140430,NA,Mya arenaria,NA,NA,NA,am
W-Msc-140233,NA,Lima lima,NA,NA,NA,am
W-Msc-140048,NA,Neopycnodonte cochlear,NA,NA,NA,am
W-Msc-381980,NA,Clinocardium nuttallii,NA,NA,NA,am
W-Ase-213335,NA,Ceramaster patagonicus,NA,NA,NA,am
W-Ase-242160,NA,Mediaster aequalis,NA,NA,NA,am
W-Ech-124324,NA,Strongylocentrotus pallidus,NA,NA,NA,am
W-Ase-124147,NA,Pteraster militaris,NA,NA,NA,am
W-Ase-369117,NA,Henricia leviuscula,NA,NA,NA,am
W-Ase-240755,NA,Pisaster ochraceus,NA,NA,NA,am
W-Ase-240764,NA,Pycnopodia helianthoides,NA,NA,NA,am
W-Oph-124895,NA,Ophiomusium lymani,NA,NA,NA,am
URM-2-1888,NA,Ascidia callosa,NA,NA,NA,am
URM-2-1939,NA,Ascidia prunum,NA,NA,NA,am
URM-2-2761,NA,Cystodytes dellechiajei,NA,NA,NA,am
URM-2-3509,NA,Boltenia echinata,NA,NA,NA,am
URM-2-3711,NA,Bathystyeloides enderbyanus,NA,NA,NA,am
URM-2-4049,NA,Styela coriacea,NA,NA,NA,am
URM-2-4199,NA,Salpa fusiformis,NA,NA,NA,am
URM-2-6,NA,Achelia assimilis,NA,NA,NA,am
URM-2-609,NA,Colossendeis macerrima,NA,NA,NA,am
URM-2-788,NA,Nymphon grossipes,NA,NA,NA,am
W-Nem-122637,NA,Tubulanus polymorphus,NA,NA,NA,am
W-Msc-386441,NA,Tonicella lineata,NA,NA,NA,am
W-Msc-240776,NA,Cryptochiton stelleri,NA,NA,NA,am
W-Bra-183339,NA,Pelagodiscus atlanticus,NA,NA,NA,am
W-Ase-213245,NA,Astropecten polyacanthus,NA,NA,NA,am
W-Ase-213301,NA,Fromia monilis,NA,NA,NA,am
W-Pol-131415,NA,Syllis armillaris,NA,NA,NA,am
SLB-132739,NA,Grateloupia filicina,NA,NA,NA,am
SLB-147286,NA,Ulva clathrata,NA,NA,NA,am
